id,name,property_type,room_type,accommodates,bathrooms,bedrooms,price,extra_people,minimum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month
4873463,"Cozy Pied-a-Terre, the Heart of DC",Apartment,Entire home/apt,3,1,0,95.00,10.00,2,29,94,flexible,1.01
16736650,"Large, welcoming studio in a central location",Apartment,Entire home/apt,2,1,0,200.00,0.00,1,2,90,flexible,0.55
14999877,Newly Renovated Apartment in the Heart of DC,Apartment,Entire home/apt,2,1,1,100.00,0.00,27,0,,moderate,
5955860,Spacious Dupont Circle Condo ,Apartment,Entire home/apt,3,1,1,129.00,50.00,2,79,85,flexible,3.13
15655208,Luxury historic rowhouse; Adams Morgan/Dupont/UStr,Townhouse,Entire home/apt,4,2.5,2,500.00,0.00,2,1,100,strict,1
4022565,"Dupont, Adams Morgan, U Townhouse 3",Apartment,Private room,2,2.5,1,110.00,15.00,6,7,97,strict,0.23
15968425,"Cozy 1-BR Apartment in Dupont, Walk Score of 98",Apartment,Entire home/apt,3,1,1,225.00,20.00,3,3,100,flexible,0.82
1301700,DuPont/Logan Circle Studio,Apartment,Entire home/apt,2,1,1,79.00,0.00,3,4,89,flexible,0.09
646183,2 Bed - Dupont/Adams Morgan/U St,Apartment,Entire home/apt,4,1,2,172.00,0.00,1,24,88,flexible,0.48
14769106,Spacious & Sunny 1BR Apt @Dupont Circle with view!,Apartment,Private room,2,1,1,110.00,10.00,1,4,100,moderate,0.67
16669509,15th Street Luxury Loft with parking,Apartment,Entire home/apt,4,2,2,1700.00,0.00,2,0,,flexible,
18373434,A local's paradise,Apartment,Entire home/apt,3,1,1,110.00,0.00,1,0,,flexible,
16243414,Hip Studio in Dupont Circle/U Street,Apartment,Entire home/apt,2,1,0,110.00,0.00,2,23,99,strict,5.66
15784674,Dupont Circle Open Loft,Loft,Entire home/apt,2,1,0,115.00,0.00,3,3,100,flexible,1.41
4218583,"Dupont, Adams Morgan U Townhouse 2",House,Private room,2,2.5,1,99.00,20.00,7,6,97,moderate,0.2
13098667,"Sunny, Comfortable Studio in Ideal Location",Apartment,Entire home/apt,2,1,0,95.00,0.00,2,5,88,flexible,0.43
16244345,"1 bedroom in beautiful apartment, great location!",Apartment,Private room,2,1,1,50.00,0.00,20,1,100,flexible,0.19
5560185,Dupont West 3: Charming Studio,Townhouse,Entire home/apt,2,1,0,150.00,0.00,2,129,99,moderate,5.06
5560149,Bright apartment in Dupont Circle,Apartment,Entire home/apt,2,1,1,150.00,15.00,1,19,96,moderate,0.95
15554376,Extraordinary Dupont Circle Suite,Townhouse,Private room,3,1,2,95.00,50.00,3,11,95,strict,1.84
12932894,Great 1 br apt in perfect location,Apartment,Entire home/apt,3,1,1,150.00,0.00,1,4,100,moderate,0.35
16602888,Cute 2 BR 2.5 BA in the heart of it all!,Condominium,Entire home/apt,4,2.5,2,800.00,0.00,2,0,,flexible,
16604304,2-BR/1-BA duplex in Dupont Circle,Apartment,Entire home/apt,5,1,2,300.00,0.00,1,0,,moderate,
3329489,Yellow ADMO Row House,House,Private room,2,1,1,128.00,40.00,1,0,,flexible,
12833506,U ST- Adams Morgan,Apartment,Entire home/apt,4,1,2,400.00,0.00,1,3,87,moderate,0.27
8704621,Beautiful DuPont Circle Studio #714,Apartment,Entire home/apt,2,1,0,135.00,25.00,1,122,98,strict,6.33
16437901,Spacious and Convenient Dupont studio,Apartment,Entire home/apt,3,1,0,120.00,0.00,2,3,100,strict,0.78
16405079,DC Proper - The Lincoln Room,House,Private room,2,1,0,135.00,0.00,1,33,92,flexible,7.07
17879596,Beautiful room in historic U Street rowhouse,Apartment,Private room,2,1.5,1,65.00,0.00,1,5,100,moderate,3.06
4351015,Quiet room near Dupont Circle metro,House,Private room,1,1.5,1,74.00,0.00,3,14,89,moderate,0.45
10836110,Stylish 1BR steps to 14th / Logan hot spots!,Apartment,Entire home/apt,2,1,1,130.00,50.00,3,47,99,moderate,3.19
150109,Great apartment in perfect location,Apartment,Entire home/apt,2,1,1,135.00,20.00,6,22,98,strict,0.33
13748806,"Perfect location in DuPont, D.C.",Apartment,Entire home/apt,4,1,1,275.00,0.00,1,0,,flexible,
1198461,"DuPont Place 9 - Metro, kitchenette",Apartment,Entire home/apt,3,1,1,179.00,5.00,2,57,94,strict,1.33
5294453,Stylish Studio in Dupont Circle,Apartment,Private room,2,1,1,100.00,30.00,1,0,,flexible,
1198315,"DuPont Place 6, Metro, kitchenette",Apartment,Entire home/apt,2,1,0,129.00,0.00,2,85,92,strict,1.88
2808417,"Upscale 1 BR (Dupont, U & 14th St.)",Apartment,Entire home/apt,3,1,1,140.00,0.00,2,66,99,strict,1.79
17586779,Large Studio in Central Dupont Location,Apartment,Entire home/apt,2,1,0,95.00,15.00,1,5,90,flexible,2.78
7800582,Dupont #2 Condo. Prime Location,Apartment,Entire home/apt,2,1,1,132.00,15.00,3,31,98,strict,3.43
16143403,Huge Dupont apartment short walk from White House,Apartment,Entire home/apt,5,1,1,1000.00,0.00,2,0,,strict,
16176174,B - Great room for business traveler - Heart of DC,House,Private room,1,1,1,120.00,50.00,1,0,,strict,
16627888,3 storey rowhome in perfect location!,House,Entire home/apt,6,2.5,3,160.00,0.00,1,0,,flexible,
10340334,U Street/Dupont/AdamsMo 1BR!,Apartment,Entire home/apt,2,1,1,150.00,0.00,2,1,100,flexible,0.09
13915106,Modern DuPont Studio #3,Apartment,Entire home/apt,2,1,0,110.00,0.00,1,69,96,strict,6.85
3429149,Private bedroom in family home.,House,Private room,2,1,1,76.00,0.00,1,2,100,flexible,0.92
1198049,"DuPont Place 3 - Metro, kitchenette",Apartment,Entire home/apt,2,1,,152.00,0.00,1,85,91,strict,1.85
10635178,Great studio in a great location,Apartment,Entire home/apt,2,1,1,135.00,0.00,3,21,99,moderate,1.4
18565018,Spacious studio in the heart of DC,Apartment,Entire home/apt,2,1,0,100.00,0.00,2,0,,moderate,
7489397,Large 1BR Apartment in Dupont Circle,Apartment,Entire home/apt,4,1,1,126.00,0.00,3,4,95,moderate,0.21
8967332,Slumber at Swann St ~ Parking!!,Apartment,Entire home/apt,6,2,2,149.00,10.00,3,51,96,strict,2.62
184144,"Dupont Circle, Stunning Apt",Apartment,Entire home/apt,1,1,1,140.00,0.00,20,7,95,moderate,0.1
15781557,Studio Steps from Dupont Circle,Condominium,Entire home/apt,2,1,0,85.00,0.00,2,4,90,flexible,1.08
11851356,EXQUISITE DUPONT CIRCLE TOWNHOUSE CENTRAL DC,House,Entire home/apt,9,3,4,475.00,50.00,3,13,100,strict,0.98
16600553,Furnished Studio Apt for Rent in Dupont Circle !!!,Apartment,Entire home/apt,1,1,0,100.00,0.00,20,1,100,flexible,1
4083095,"MODERN COZY APT IN DUPONT CIRCLE ON 18 St, NW",Apartment,Entire home/apt,2,1,1,149.00,0.00,3,144,99,strict,4.61
11848929,Heart of Dupont: Huge + Convenient,Apartment,Entire home/apt,3,1,1,100.00,25.00,2,31,96,moderate,2.24
281806,BEST CITY HAS TO OFFER! 3 BEDROOMS!,Apartment,Entire home/apt,9,2,3,260.00,35.00,4,6,84,moderate,0.17
5098674,"Comfortable DuPont, 2-Bed, Porch, Parking Option",House,Entire home/apt,6,1,2,295.00,25.00,3,25,91,strict,0.91
2969776,Dupont Circle Apartment,Apartment,Entire home/apt,2,1,1,130.00,20.00,5,11,95,moderate,0.3
3821677,Dupont Circle - Central & Spacious!,Apartment,Entire home/apt,3,1,1,115.00,25.00,2,17,90,flexible,0.52
4411488,Great space in Historic Townhouse 5,House,Private room,2,2.5,1,99.00,15.00,2,9,84,strict,0.3
13683673,Top floor bright studio in Dupont Circle,Apartment,Entire home/apt,2,1,0,275.00,13.00,2,4,80,flexible,0.7
12733044,Splash of Style ~ Dupont Circle!,Apartment,Entire home/apt,4,1,1,120.00,20.00,3,34,96,strict,2.75
17188095,Cozy private bedroom in a duplex in Dupont Circle,Boat,Private room,2,1,2,80.00,10.00,2,0,,flexible,
17843420,Sunny Studio in Logan Circle,Apartment,Entire home/apt,3,1,0,111.00,0.00,1,6,97,moderate,6
3785899,Sunny & central Dupont Circle gem!,Apartment,Entire home/apt,4,1,1,110.00,10.00,3,15,93,moderate,0.47
16237702,Heart of Dupont Townhome 2017,House,Entire home/apt,4,2.5,3,220.00,0.00,3,1,80,flexible,0.27
10568730,Dupont/U St & 14th/Adams Morgan,Townhouse,Entire home/apt,5,1,2,799.00,20.00,3,1,100,strict,0.27
7457615,Beautiful 2BR Condo in Dupont,Apartment,Entire home/apt,4,1,2,250.00,0.00,1,1,100,flexible,0.05
8300302,Sunny 2 Bedroom in Dupont,Apartment,Entire home/apt,4,1,2,150.00,0.00,2,2,100,flexible,0.1
16828556,"Top floor, bright, airy studio in heart of DC",Apartment,Entire home/apt,4,1,0,150.00,0.00,2,2,100,moderate,0.62
15027212,Private cozy apartment in Adams Morgan on U Street,Apartment,Entire home/apt,4,1,2,50.00,0.00,1,8,98,strict,1
16532376,Modern DuPont Condo-New Listing!!!!,Apartment,Entire home/apt,4,1,1,473.00,0.00,2,2,100,moderate,0.55
16449357,Hosting for the Inauguration / Million Woman March,Apartment,Entire home/apt,2,1,0,350.00,0.00,1,0,,flexible,
16794336,"Bright, spacious 1 bedroom - Dupont Circle",Apartment,Entire home/apt,4,1,1,300.00,25.00,3,0,,moderate,
6177419,Lux 1 Bedroom Apt in West End w/pool,Apartment,Entire home/apt,3,1,1,246.00,0.00,3,1,100,moderate,0.06
11911646,U St Dupont Adams Morgan Townhouse4,House,Private room,2,1.5,1,105.00,20.00,3,3,100,moderate,0.23
16725978,Stunning & Historic DC Row House. Live in Luxury!,House,Entire home/apt,10,2.5,4,799.00,0.00,1,8,95,strict,4.44
8924942,Modern DuPont Garden Apartment #10,Apartment,Entire home/apt,2,1,1,109.00,0.00,1,109,94,strict,5.85
4538581,Room in beautiful Dupont apartment,Apartment,Private room,1,2,1,100.00,0.00,2,12,95,strict,0.4
9057655,Private room for sharing,Bed & Breakfast,Private room,1,1,1,90.00,0.00,1,48,96,strict,2.62
16236713,Historic U Street Row House,Apartment,Entire home/apt,6,2,2,1000.00,0.00,3,0,,strict,
16335002,2 Bed Penthouse 14th/Logan Circle,House,Entire home/apt,6,2.5,2,2000.00,0.00,3,0,,strict,
7783181,"Artist's Dupont Top Floor 1B, Best Location in DC!",Apartment,Entire home/apt,4,1,1,150.00,0.00,1,61,100,strict,3.55
2964999,"Dupont, Adams Morgan U Townhouse 1",Apartment,Private room,2,2.5,1,110.00,15.00,3,7,91,strict,0.27
9486714,Luxury 1 Bedroom Apt. Dupont Circle,Apartment,Entire home/apt,2,1,1,100.00,0.00,1,0,,flexible,
16641,Dupont Circle Convenience,Apartment,Entire home/apt,3,1,1,150.00,35.00,2,54,94,strict,0.63
8503628,Spectacular 3 Bed/2.5 Bath House,House,Entire home/apt,6,2.5,3,599.00,125.00,2,46,88,strict,2.45
5690765,Dupont Private Room Meridian Manor,House,Private room,2,1,1,99.00,0.00,2,3,93,moderate,0.14
13973810,Simple and Cozy in DuPont Circle,Apartment,Entire home/apt,2,1,0,125.00,0.00,2,19,93,flexible,4.42
12410585,Kick-Ass Studio+ in Prime Location!,Apartment,Entire home/apt,2,1,0,98.00,5.00,2,3,100,flexible,3
6993951,Crafty Nook Apartment,Condominium,Entire home/apt,3,1,0,99.00,40.00,2,15,96,flexible,1.7
18398973,Logan Circle Gem; Affordability at 14th St!,Apartment,Entire home/apt,3,1,1,141.00,25.00,2,1,100,strict,1
14104045,Alden's Room in DuPont,Apartment,Private room,1,1,1,50.00,0.00,1,2,100,flexible,0.21
16037250,"Washington, DC Apartment in the Heart of it All",Apartment,Entire home/apt,4,1.5,1,234.00,0.00,2,2,90,strict,0.55
15054199,Charming rowhouse in Dupont/West End,Townhouse,Entire home/apt,2,1.5,1,200.00,0.00,1,8,100,moderate,1.83
6698326,Privacy in historic Dupont rowhouse,Townhouse,Entire home/apt,2,1,1,165.00,25.00,5,6,93,strict,0.26
16844228,Rooftop Views of Capital and Washington Monument,Apartment,Entire home/apt,3,1,0,333.00,0.00,2,0,,flexible,
13841654,Marriott Washington DC Luxury suite sleeps 4,Condominium,Entire home/apt,4,1,0,220.00,0.00,1,2,100,moderate,0.55
15938793,Bright studio near Dupont,Apartment,Entire home/apt,2,1,0,109.00,0.00,3,5,95,flexible,1.15
15219892,Top Floor Bohemian Artist Retreat,Apartment,Entire home/apt,4,1,1,120.00,0.00,2,6,93,strict,0.9
14630055,Neighborhood Studio In Heart Of Dupont,Apartment,Entire home/apt,3,1,0,110.00,0.00,1,42,94,strict,5.32
9020889,Spacious 1 bedroom in Dupont Circle,Apartment,Entire home/apt,2,1,1,120.00,0.00,2,2,90,flexible,0.11
14236814,"Corner studio, close to everything",Apartment,Entire home/apt,3,1,1,800.00,0.00,1,0,,flexible,
12794560,,Apartment,Private room,1,0.5,1,45.00,0.00,1,0,,flexible,
13777395,"Luxury 2 Bedroom Apt, Private Room",Apartment,Private room,2,1,1,135.00,35.00,1,5,100,moderate,0.54
10435035,Lovely Apt in Dupont/West End,Apartment,Private room,2,1,1,100.00,0.00,1,0,,flexible,
6763366,Junior One Bedroom in DuPont Circle,Apartment,Entire home/apt,3,1,1,96.00,30.00,3,10,96,moderate,0.44
2694647,Sundrenched 1BR Dupont Circle,Apartment,Entire home/apt,4,1,1,135.00,55.00,1,102,95,strict,3.07
2274224,Cute  studio blocks to white house,Dorm,Entire home/apt,4,1,1,103.00,5.00,2,50,90,strict,3.24
1716922,Luxury Apartment in Downtown,Apartment,Entire home/apt,4,1,1,175.00,25.00,1,300,93,moderate,6.85
12530488,1BR in the center of DC,Apartment,Entire home/apt,2,1,1,180.00,0.00,1,7,100,flexible,0.55
1716843,"Newly Renovated Apt, centre of DC",Apartment,Entire home/apt,4,1,1,175.00,25.00,1,311,92,moderate,7.07
801699,Hip Luxury Loft - near Conv. Center,Apartment,Entire home/apt,2,1,1,285.00,30.00,2,24,98,strict,0.51
16268194,Large Modern DuPont Pad - Perfect for Inaguration,Apartment,Entire home/apt,4,1,1,550.00,50.00,2,0,,strict,
11284214,Artful Dupont Dwelling w/ Metro Access & WholeFood,Apartment,Entire home/apt,4,1,1,165.00,15.00,2,37,94,strict,2.58
10107717,Designer Apt in Historic Dupont,Apartment,Entire home/apt,2,1,1,249.00,0.00,3,18,99,flexible,1.09
16133467,Charming Apartment in Heart of DC,Apartment,Entire home/apt,4,1,2,215.00,50.00,1,3,87,strict,0.82
15641937,Classy Georgetown Master Bedroom,Townhouse,Private room,1,1,1,75.00,15.00,1,6,72,moderate,0.98
1977530,Cozy & charmed in AMAZING location!,Apartment,Entire home/apt,3,1,1,89.00,10.00,2,129,83,moderate,3.11
4469244,Dupont Circle Elegance,House,Private room,4,1,1,185.00,50.00,1,2,90,strict,0.09
7942513,Near metro. Near night life. 1 BR.,Apartment,Entire home/apt,2,1,2,99.00,0.00,1,0,,flexible,
16718716,"Luxury 2 BR Apartment in Washington, DC",Apartment,Entire home/apt,5,1,2,750.00,250.00,1,1,100,flexible,0.27
16427840,"Charming studio, best neighborhood in DC",Apartment,Entire home/apt,4,1,0,550.00,0.00,1,0,,flexible,
15870714,2BR Modern Apt Walking Distance from the Mall,Apartment,Entire home/apt,6,2,2,1000.00,0.00,3,0,,strict,
1878529,Heart of Dupont Beautiful Studio,House,Entire home/apt,3,1,0,155.00,15.00,1,80,98,strict,3.18
13545005,Sharing a Cozy Condo in a beautiful neighborhood,Apartment,Shared room,1,1,1,45.00,0.00,1,59,91,strict,6.02
2436595,Dupont Studio - 2 blocks from the Metro,Apartment,Entire home/apt,2,1,0,165.00,0.00,3,14,94,strict,0.36
13413787,Lovely 2 Bedroom Apartment in the Heart of Dupont,Apartment,Entire home/apt,6,1,2,349.00,25.00,1,46,97,moderate,5.13
16756108,Basement homestay in sweet location.,House,Private room,4,1,2,125.00,0.00,2,1,100,flexible,0.28
11315134,Discover DC from Dupont Circle,Apartment,Entire home/apt,2,1,0,77.00,10.00,3,5,96,moderate,0.48
10921785,"Chic designer-rustic, 14th & U Neighborhood, Metro",Townhouse,Private room,2,1,1,90.00,30.00,1,78,98,flexible,7.13
12166924,#1 - Apt for business travel - Dupont/U Street!,Apartment,Private room,1,1,1,130.00,0.00,1,15,97,strict,1.22
14789510,Spacious Private Bedroom Available,Condominium,Private room,2,1,1,109.00,0.00,2,12,97,moderate,1.52
7939196,Charming Basement Suite in Dupont!,House,Private room,1,1,1,177.00,13.00,3,10,92,strict,0.53
238669,Dupont 1BD in best DC location!,Apartment,Entire home/apt,2,1,1,179.00,0.00,2,81,95,moderate,1.2
14788837,Private Cozy Room on DuPont,House,Private room,2,1,1,55.00,10.00,5,0,,moderate,
13215892,DuPont Circle Studio,Apartment,Entire home/apt,3,1,1,550.00,0.00,1,0,,strict,
8701300,"Unparalleled view, private balcony!",Apartment,Entire home/apt,2,1,0,110.00,0.00,1,7,97,flexible,0.37
16674846,Inauguration apartment in the heart of Dupont!,Apartment,Entire home/apt,2,1,1,800.00,0.00,3,0,,strict,
17701565,STUNNING in DUPONT! Parking Included!,Apartment,Entire home/apt,4,2,2,250.00,0.00,2,4,100,moderate,2.55
10626658,5 Beds + Patio in the Center of DC - Dupont Circle,Townhouse,Entire home/apt,7,1,2,185.00,10.00,1,107,96,strict,6.7
14589185,Perfect 1 bedroom home in VERY central DC,House,Entire home/apt,2,1.5,1,200.00,0.00,7,0,,flexible,
17964221,Dupont Private Cozy Suite/Huge Roof Deck-Pics Soon,House,Private room,4,1,1,99.00,15.00,1,0,,strict,
6038468,1B/1B Dupont Apt w/private entrance,Apartment,Entire home/apt,2,1,1,150.00,0.00,1,62,94,moderate,2.53
9970635,Corner 1-br in Classic Dupont Bldg,Apartment,Entire home/apt,3,1,1,135.00,0.00,2,13,98,flexible,0.78
9413337,Sunny 1 Bedroom - Dupont Circle,Apartment,Entire home/apt,3,1,1,114.00,36.00,2,2,80,strict,0.15
2761388,Dupont's Best 1 BR Apt - Walk to Dupont Metro!,Apartment,Entire home/apt,2,1,1,143.00,0.00,2,122,97,strict,3.26
16456318,Excellent apartment in Adams Morgan/Dupont,Apartment,Private room,6,1,2,700.00,0.00,1,0,,flexible,
3580823,U Street Corridor NY-style apt,Apartment,Entire home/apt,3,1,1,150.00,0.00,5,2,90,moderate,0.06
2989576,2BR apartment in great neighborhood in Dupont.,Apartment,Entire home/apt,4,1.5,2,300.00,15.00,3,1,100,moderate,0.27
17964535,Dupont Deluxe Suite/Huge Roof Deck - Pics Soon!,House,Private room,4,1,1,99.00,20.00,1,0,,strict,
5959565,Entire Dupont Circle Condo Unit,Apartment,Entire home/apt,3,1,1,129.00,50.00,3,65,89,flexible,2.58
12294337,Dupont Circle Studio 1blk Metro,Apartment,Entire home/apt,2,1,0,140.00,0.00,180,4,100,moderate,0.31
8165340,Dupont  U Street great modern studio LOCATION,Condominium,Entire home/apt,2,1,0,145.00,45.00,2,3,87,strict,0.44
3577680,Brand new apartment Dupont Circle,Apartment,Entire home/apt,2,1,1,142.00,0.00,1,237,98,strict,7.09
3907276,Quiet Block In the Middle of It All,Apartment,Entire home/apt,3,1,1,238.00,0.00,5,11,96,strict,0.36
16685950,Bright and Beautiful Pad,Apartment,Entire home/apt,2,1,0,150.00,0.00,1,22,98,strict,6.41
12293500,Charming Apartment in Dupont Circle,Apartment,Entire home/apt,4,1,1,195.00,50.00,3,4,95,flexible,0.31
16651584,"Cozy, functional 1 bedroom in Logan Circle.",Apartment,Entire home/apt,3,1,1,100.00,0.00,1,0,,flexible,
16618281,Accessible Studio in Dupont,Apartment,Entire home/apt,2,1,0,700.00,0.00,1,0,,flexible,
16454408,DC Proper The Moroccan Room,House,Private room,2,1,1,125.00,0.00,1,27,91,strict,5.96
6033550,Penthouse apartment in Dupont Circle,Apartment,Entire home/apt,6,2,2,150.00,100.00,4,0,,moderate,
16289847,Best Joint right in the Heart of Dupont Circle,Apartment,Private room,3,1,1,95.00,15.00,2,15,98,flexible,2.92
8884275,Cozy but comfortable Dupont studio,Apartment,Private room,2,1,1,85.00,0.00,3,5,100,strict,0.27
15483564,Spacious English Basement near Popular Sights,Condominium,Entire home/apt,4,2,1,127.00,0.00,2,1,100,moderate,1
16395596,Cozy Private 1-Bedroom near White House,Apartment,Private room,2,1.5,2,350.00,0.00,2,1,,moderate,0.24
12488042,Private 1B/1B in Modern Duplex Loft,Loft,Private room,1,1,1,94.00,0.00,2,0,,flexible,
953599,Dupont Circle One Bedroom Apartment,Apartment,Entire home/apt,2,1,1,160.00,0.00,1,23,97,flexible,0.48
15109337,Cozy Shared Dupont Studio,Apartment,Shared room,2,1,1,43.00,25.00,1,5,100,flexible,0.75
8719435,1757 Church,Apartment,Entire home/apt,2,1,1,115.00,0.00,1,18,100,flexible,0.94
13904995,Tall and Airy Dupont Circle Apt for 6,Apartment,Entire home/apt,6,1,1,300.00,5.00,3,35,91,strict,3.6
16320863,Beautiful luxury 1BR on Dupont Circle,Apartment,Entire home/apt,3,1,1,259.00,0.00,3,2,90,moderate,0.55
2263350,DuPont Escape,Apartment,Entire home/apt,2,1,1,149.00,0.00,3,50,93,strict,1.36
16748395,INAUGURATION (great location) 2 bedroom apartment,Apartment,Entire home/apt,4,2,2,425.00,0.00,2,0,,flexible,
16748305,Extra-large 1 BR w/ private deck + big living room,Apartment,Entire home/apt,2,1,1,850.00,200.00,2,0,,moderate,
17436192,Junior one-bedroom in luxurious Dupont building,Apartment,Entire home/apt,2,1,1,150.00,0.00,1,0,,flexible,
11374008,Charming one bedroom- Dupont Circle,Apartment,Entire home/apt,4,1,1,150.00,15.00,3,7,94,moderate,0.56
4622571,"Location, Location, and Lovely!",Apartment,Entire home/apt,2,1,0,135.00,0.00,7,7,100,strict,0.26
16615650,Sofa Bed. Comfortable and relaxing,House,Private room,2,1.5,0,101.00,50.00,1,1,60,strict,0.65
16582856,Spacious Studio Apartment in Dupont Circle,Apartment,Entire home/apt,2,1,1,150.00,20.00,1,7,90,moderate,2.96
16778681,Apartment for Inauguration. Beautiful Location.,Apartment,Entire home/apt,1,1,0,300.00,0.00,5,0,,flexible,
6325652,Spacious/Light Apt right on Dupont!,Apartment,Entire home/apt,2,1,0,150.00,0.00,3,3,100,strict,0.13
7898386,Logan Circle Retreat--FEMALE GUESTS,Apartment,Private room,1,1.5,1,75.00,0.00,2,51,94,strict,2.54
296196,Charming Dupont English Basement,Apartment,Entire home/apt,4,1,1,149.00,0.00,3,32,98,moderate,0.5
4359352,Dupont Circle penthouse loft,Loft,Entire home/apt,2,1,1,99.00,0.00,1,19,98,flexible,0.62
16780148,Stay Close to the White House Inauguration Weekend,Apartment,Entire home/apt,4,1,0,300.00,0.00,3,0,,flexible,
14707833,Spacious 2BD/2BA Dupont Circle,Apartment,Entire home/apt,4,2,2,175.00,50.00,2,32,96,moderate,4.03
17072434,Modern Open Living Space in Logan Circle,Apartment,Shared room,2,1,1,40.00,0.00,2,13,75,flexible,4.38
5570591,Dupont South Garden Loft Room,House,Private room,2,1,1,90.00,0.00,1,50,91,strict,2.22
16395297,U Street Room Near Whitehouse,Apartment,Private room,2,1,1,300.00,50.00,1,0,,flexible,
9405976,Artists Townhouse with Parking!,House,Entire home/apt,7,2,2,295.00,25.00,3,93,98,strict,4.21
17303613,U Street Condo - Experience the Best of NW DC,Condominium,Entire home/apt,2,1,0,120.00,0.00,2,8,95,moderate,4.53
2295809,Chic 1B in the Heart of the City ,Apartment,Entire home/apt,2,1,1,100.00,0.00,2,48,97,flexible,1.39
15008073,Close to it all! Beautiful Views from your room!,Condominium,Entire home/apt,2,1,1,100.00,0.00,2,38,99,strict,4.85
7636860,Large room in Historic Dupont house,House,Private room,2,1,1,65.00,0.00,7,1,100,strict,0.05
16122617,Right in the Middle of it All!,Apartment,Entire home/apt,2,1,0,400.00,0.00,2,0,,moderate,
4707791,"1 bdrm for female-Adams Morgan, DC",House,Private room,1,1.5,1,60.00,0.00,2,6,87,flexible,0.24
1332671,Beautiful studio on Dupont circle,Apartment,Entire home/apt,2,1,,100.00,40.00,2,30,97,moderate,0.75
5669372,Beautiful-2 Blks From Dupont Metro!,Condominium,Entire home/apt,4,1,1,225.00,0.00,3,10,98,moderate,0.38
16613871,Prime Dupont /Downtown- Large prewar 2 bed/2 bath.,Apartment,Entire home/apt,4,2,2,285.00,0.00,3,1,100,strict,0.83
4562350,Cool bedroom in a cool neighborhood,House,Private room,2,2,1,75.00,35.00,3,99,96,strict,3.3
13624030,Comfy Basement Room in our B&B,Bed & Breakfast,Private room,3,1,1,85.00,0.00,1,69,98,strict,6.41
10790909,Luxury Townhouse in Hip U St Area,Townhouse,Entire home/apt,6,2,2,428.00,20.00,2,28,98,moderate,1.91
447304,"2 BR/2.5 BA Two Blks to U St Metro on GR, YL lines",House,Entire home/apt,6,2.5,2,145.00,20.00,4,107,93,strict,2.09
17848610,DC Capital Apartment,Apartment,Private room,4,1,1,50.00,10.00,1,3,100,strict,3
6911905,Brand New Apt next to Shaw Metro,Apartment,Private room,2,1,1,99.00,0.00,2,29,92,flexible,1.29
7526820,Spacious Room in Our Bed and Breakfast,Bed & Breakfast,Private room,2,1,1,85.00,0.00,1,179,97,strict,8.22
16016813,Close to metro in wonderful Shaw,House,Private room,2,1,1,100.00,0.00,1,0,,moderate,
16822689,Inauguration Weekend Bedroom off U Street,Condominium,Private room,2,1,1,375.00,0.00,2,0,,flexible,
15109384,Charming 4 bedroom rowhouse,House,Private room,2,1.5,1,99.00,0.00,2,28,97,moderate,3.67
17495787,"Luxury 3BR/2BA Rowhouse, Best location in D.C.",House,Entire home/apt,6,2.5,3,229.00,0.00,2,2,100,strict,2
18610863,Sunny & Radiant ~ U St 2 Bedroom!,Apartment,Entire home/apt,4,1,2,249.00,0.00,3,0,,strict,
6118082,The ERA - Unique Modern Loft in DC,Apartment,Entire home/apt,2,1,0,95.00,0.00,3,65,98,strict,2.67
7575194,Charming Row House in Historic U St,House,Private room,2,1.5,1,95.00,20.00,2,14,97,moderate,0.65
7581075,U Street Bedroom with private bath,House,Private room,1,1,1,70.00,0.00,1,3,100,flexible,0.14
18613646,Comfortable Central U St Apt,Apartment,Entire home/apt,2,1,1,99.00,0.00,2,0,,strict,
10869168,One bedroom-1 Block U St Metro,Apartment,Entire home/apt,2,1,1,129.00,0.00,1,38,99,moderate,2.63
15656661,Historic Farmhouse Apt ~ Sleeps 8!,Apartment,Entire home/apt,8,1,3,197.00,10.00,3,14,94,strict,2.32
6374588,Spacious 2bd 2.5b apt. Downtown DC,Apartment,Entire home/apt,6,2.5,2,195.00,25.00,4,21,96,strict,1
16528623,Vibrant U Street 3 BR Home - Next To Metro,Apartment,Entire home/apt,10,2,3,800.00,0.00,3,3,100,strict,1.55
15380100,Comfortable Charm in a Lively Neighborhood,Townhouse,Entire home/apt,6,2.5,3,400.00,0.00,2,9,87,moderate,1.39
2476,AS SEEN ON TV,Apartment,Shared room,1,1,1,36.00,18.00,5,31,88,moderate,0.3
14359572,Private Downtown Studio - 14th & U,Apartment,Entire home/apt,2,1,0,75.00,0.00,1,51,98,strict,5.56
18269120,Contemporary Luxury Building on 14th St,Apartment,Entire home/apt,4,1,1,170.00,25.00,1,0,,strict,
16632519,Bedroom/Living Room in Charming 14th St Row House,House,Private room,2,1,1,450.00,0.00,2,0,,flexible,
8550376,Modern Studio in the Heart of the Nations Capital,Apartment,Entire home/apt,2,1,0,125.00,0.00,1,92,96,strict,4.88
14472670,6 Street Suites!!,Apartment,Entire home/apt,8,2.5,3,300.00,50.00,3,3,100,strict,0.39
18323131,Luxury 2 bdr apt in the Heart of DC,Apartment,Entire home/apt,4,2,3,1000.00,0.00,1,0,,flexible,
