id,name,property_type,room_type,accommodates,bathrooms,bedrooms,price,extra_people,minimum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month
17210477,Quiet Suite on Ust-Corridor in Row House,House,Private room,2,1,1,80.00,0.00,15,1,100,flexible,0.75
13802510,"Bloomingdale, Shaw-Howard Townhome",Apartment,Entire home/apt,8,1,2,191.00,0.00,1,25,92,flexible,2.94
303723,"Modern English Unit, Amazing Location!!",House,Entire home/apt,2,1,1,142.00,20.00,2,58,95,strict,2.12
16982523,Heart of the city apartment 2 blocks to U Street,Apartment,Entire home/apt,4,1,1,74.00,15.00,1,11,95,strict,3.71
6693188,Beautiful Exposed Brick Apartment,Apartment,Entire home/apt,2,1,1,90.00,0.00,2,24,97,flexible,1.92
16751541,Large top floor 1 bedroom with unbelievable view,Apartment,Entire home/apt,4,1,1,395.00,0.00,2,7,100,flexible,1.91
18596998,City Life,House,Private room,2,1,1,140.00,0.00,1,0,,flexible,
8078444,Contemporary Apt - U ST/Shaw,Condominium,Entire home/apt,4,1,1,99.00,0.00,4,6,100,moderate,0.37
7775008,Cozy Room in Our Bed and Breakfast,Bed & Breakfast,Private room,2,1,1,85.00,0.00,1,161,97,strict,7.57
4622328,Beautiful house -steps to Ust metro,House,Private room,1,2.5,1,75.00,100.00,7,0,,moderate,
489773,DC Rowhouse in Historic LeDroit,House,Entire home/apt,6,1.5,2,225.00,25.00,2,43,97,strict,0.79
630062,"Large House, Parking, Walk to Metro",House,Entire home/apt,8,2.5,3,250.00,25.00,2,27,98,strict,0.55
15112210,"Classy, Cozy, Comfortable, and Convenient",Townhouse,Entire home/apt,6,2.5,2,251.00,25.00,3,7,100,strict,0.99
14784440,Ideal DC location and beautiful view,Apartment,Entire home/apt,4,1,0,125.00,20.00,2,8,89,flexible,0.98
16422834,Contemporary Efficiency in the U St. Mix,Apartment,Entire home/apt,2,1,0,100.00,15.00,2,20,97,moderate,4.62
17178348,GORGEOUS 3 BR Spacious Row Home In G8 Location!,House,Entire home/apt,8,1.5,3,225.00,50.00,1,8,97,strict,2.93
16555755,One bedroom in the heart of the city,Apartment,Entire home/apt,2,1,1,79.00,0.00,2,4,100,strict,0.94
10034903,"Lovely Shaw Rowhouse near Metro (2Bd,2Ba)",House,Entire home/apt,4,2,2,250.00,0.00,2,1,100,flexible,0.27
15834020,"Sunny, spacious 1 BD/1 BA smart-home",Condominium,Entire home/apt,4,1,1,215.00,0.00,2,2,80,flexible,0.55
16570682,Private room and bath in $1+ Million apt,Apartment,Private room,2,1,1,103.00,35.00,2,2,90,strict,0.53
16395825,Furnished bedroom,Condominium,Private room,2,1,1,95.00,0.00,2,0,,flexible,
15178028,"Gorgeous Home, Perfect Location!",House,Entire home/apt,8,3.5,3,298.00,50.00,1,17,100,moderate,2.51
7344961,Charming Stay in our Bed and Breakfast,Bed & Breakfast,Private room,2,1,1,85.00,0.00,1,174,98,strict,7.86
15373088,Luxury and Location - 14th & U  - ½ Blk from Metro,Apartment,Entire home/apt,3,1,1,129.00,25.00,1,88,100,strict,12.28
13636327,Zeek's place,Apartment,Entire home/apt,3,1,1,180.00,0.00,1,0,,flexible,
15784234,Private bedroom in North End Shaw,Apartment,Private room,2,1,1,110.00,10.00,1,2,100,flexible,0.36
284165,Entire Two Floor Carriage House,Apartment,Entire home/apt,4,1,1,105.00,15.00,20,59,93,strict,0.91
626868,"Nice Apt, Good Loc., Close 2 Metro",Apartment,Entire home/apt,4,1,1,175.00,15.00,3,39,95,strict,0.71
16160575,Shaw neighborhood gem; hosts 6,Apartment,Entire home/apt,6,2,2,2000.00,0.00,1,0,,flexible,
4197439,"Cardozo Guesthouse, Duxbury Room ",Other,Private room,2,1,1,100.00,0.00,2,10,96,strict,0.37
16026199,PERFECT HOMEBASE FOR INAUGURATION EVENTS,House,Entire home/apt,5,2.5,2,2000.00,0.00,2,0,,strict,
644835,Location!  2 Blocks to U St Metro ,House,Private room,2,1,1,68.00,65.00,7,27,87,strict,0.53
16025898,Modern Luxury Studio on U street,Apartment,Entire home/apt,3,1,0,120.00,25.00,2,1,100,moderate,0.27
17743857,Modern apartment + parking in heart of 14th Street,Apartment,Entire home/apt,2,1,0,120.00,40.00,1,0,,flexible,
16673837,Gorgeous & Large 1 BR in the Heart of D.C.,Apartment,Entire home/apt,3,2,1,700.00,0.00,2,0,,moderate,
11210507,Best location in DC!,Apartment,Entire home/apt,3,1,1,140.00,0.00,5,5,100,moderate,0.35
16846572,"Great room, awesome house + area!",House,Private room,2,1.5,1,70.00,0.00,1,4,95,flexible,1.17
18386659,Luxury Apartment in Ust Corridor,Apartment,Private room,1,1,1,60.00,0.00,2,0,,flexible,
16846559,INAUGURATION WEEKEND/MILLION WOMEN'S MARCH!!,Apartment,Entire home/apt,7,2,2,1000.00,0.00,1,0,,flexible,
8949372,U St. /Dupont:Elegant/Hip Townhouse,Apartment,Entire home/apt,4,2,2,150.00,0.00,2,101,94,strict,5.36
16846459,1 Bedroom - 2 Bath Millennial Apartment,Apartment,Entire home/apt,4,2,1,250.00,0.00,1,0,,flexible,
16254073,Contempoary Townhouse in Historic Ledroit Park,House,Entire home/apt,5,1.5,3,400.00,0.00,2,1,100,moderate,0.28
16258578,2bdr downtown condo w/ PARKING - U Street NW,Apartment,Entire home/apt,6,2,2,999.00,300.00,2,0,,strict,
7146478,Large 1-BR Apt on Top of the U St Metro,Apartment,Entire home/apt,5,1,1,125.00,0.00,2,14,92,flexible,0.64
14355422,Spacious 1 Bedroom Condo in the Heart of U Street,Apartment,Entire home/apt,2,1,1,299.00,0.00,2,9,98,flexible,1
4492081,Historic home in historic Shaw,Apartment,Private room,2,1.5,1,90.00,0.00,1,0,,flexible,
644872,Spacious MBR walk to U St Metro,House,Private room,2,1,1,78.00,65.00,7,34,91,strict,0.79
16220486,COZY - BEST ROOM IN DC,Apartment,Private room,3,1,1,65.00,11.00,2,0,,moderate,
4686087,Room in Fashionable Shaw,House,Private room,1,1,1,80.00,15.00,1,2,100,moderate,0.35
15599369,Private Room with Attached Bathroom/U Street/Metro,Apartment,Private room,2,1,1,125.00,0.00,1,0,,flexible,
898877,Luxury Loft in DC Hotspot,Loft,Entire home/apt,3,1,1,100.00,0.00,14,18,93,moderate,0.62
1083256,"Comfy condo in Washington, DC",Apartment,Entire home/apt,2,1,1,100.00,0.00,2,2,100,strict,0.09
18088986,Clean and bright private area,Guest suite,Private room,2,1,1,30.00,0.00,2,1,100,flexible,0.94
16615196,Close to the DC Mall and Presidential Inauguration,Condominium,Entire home/apt,4,1,0,489.00,50.00,3,0,,moderate,
15799476,Sunny and spacious bedroom by the National Mall,Apartment,Private room,2,1,1,120.00,0.00,2,1,,flexible,0.16
16395652,Inauguration Station,Condominium,Entire home/apt,2,1,1,500.00,0.00,3,0,,flexible,
16281069,Best location in DC! Steps from the National Mall!,Apartment,Entire home/apt,4,1,0,150.00,0.00,1,2,90,strict,0.55
16359470,Inauguration Rental,Townhouse,Entire home/apt,5,2,2,1500.00,0.00,7,0,,strict,
6404202,Charming sunny bedroom with desk near Metro/Mall,Townhouse,Private room,1,1.5,1,72.00,0.00,3,41,97,strict,1.71
16206537,Large Studio Apartment in Southwest DC.,Apartment,Entire home/apt,4,1,0,131.00,20.00,2,5,100,moderate,1.29
3060149,Waterfront: Central & Beautiful! ,House,Private room,2,1,1,69.00,20.00,3,10,74,moderate,0.32
16555869,Hidden Gem on Water close Capitol & National Mall,Apartment,Entire home/apt,4,1,1,300.00,25.00,3,0,,strict,
11303521,"Private Room+Own Bath, SW DC",Townhouse,Private room,2,1,1,75.00,10.00,7,0,,moderate,
873590,"Walk To National Mall, Museums, Baseball!",House,Private room,2,1,1,92.00,0.00,2,1,100,strict,0.02
17281592,"Capitol Suite at Candlemore, Southwest Waterfront",House,Private room,5,1.5,1,99.00,35.00,1,11,78,strict,4.93
16577159,FlourishBnB SW Waterfront Private Guest Upstairs,Townhouse,Private room,1,1,1,59.00,10.00,3,3,93,flexible,0.82
15972085,Studio apartment & parking - great location,Apartment,Entire home/apt,3,1,0,350.00,0.00,3,0,,moderate,
13785631,"Cozy, Light-Filled Studio",Apartment,Entire home/apt,2,1,0,100.00,0.00,2,1,100,flexible,0.11
16534993,"Southwest Waterfront, DC - 3 br townhouse",Townhouse,Entire home/apt,9,2.5,3,2000.00,0.00,3,0,,flexible,
16388935,"Artsy, High Rise in SW DC (shared)",Apartment,Shared room,2,1,1,95.00,0.00,1,4,95,moderate,1.35
16650330,Perfect pad for Innauguration!,Apartment,Entire home/apt,2,1,1,900.00,0.00,2,0,,flexible,
4811626,Waterfront Suite,Apartment,Entire home/apt,4,1,1,139.00,30.00,1,1,40,strict,0.05
18360405,1 bedroom apt near National Mall and Capitol Hill,Apartment,Entire home/apt,4,1,1,120.00,25.00,1,0,,moderate,
4358230,The Jefferson Travel House,House,Entire home/apt,4,1,1,279.00,150.00,2,2,60,strict,0.08
10617103,"National Mall, Monuments & Museums",Townhouse,Entire home/apt,9,3.5,4,385.00,0.00,1,29,99,strict,2.02
15701450,Convenient studio near Metro,Apartment,Entire home/apt,2,1,0,70.00,0.00,10,1,100,strict,0.18
16258536,::: FANTASTIC STUDIO! AMAZING LOCATION,Apartment,Entire home/apt,4,1,0,102.00,25.00,3,14,90,strict,3.36
13109021,Jr 1 BR One Street Away from Nats Park,Apartment,Entire home/apt,3,1,1,100.00,15.00,1,0,,flexible,
3606678,waterfront metro across the street,Apartment,Private room,1,1,1,70.00,0.00,1,0,,strict,
18191908,Cruise by The Water,Condominium,Private room,3,1,1,100.00,50.00,2,1,100,moderate,1
16477905,"2BR/2BA Apt, great location for Inauguration Wkd!",Apartment,Entire home/apt,5,2,2,600.00,0.00,1,0,,flexible,
17045802,Modern Historic Loft by the Waterfront & Ballpark,Apartment,Private room,2,1,1,89.00,40.00,2,9,98,moderate,4.22
8952340,Luxury condo by National Mall,Apartment,Entire home/apt,2,1,1,135.00,50.00,1,18,100,moderate,0.96
16521785,Modern Nats Park/Capitol Hill Home,Apartment,Entire home/apt,7,1,2,180.00,20.00,2,25,95,moderate,6.36
8963233,"SW Waterfront Apartment, DC",Apartment,Entire home/apt,2,1,0,97.00,0.00,1,17,93,flexible,0.93
16260308,Large 1BD Near National Mall,Apartment,Entire home/apt,5,1,1,1500.00,0.00,2,0,,flexible,
12492160,Quiet Space in Southwest Waterfront,Apartment,Entire home/apt,4,1,1,80.00,10.00,2,64,95,moderate,5.13
7839172,Amazing house next to Nats stadium,House,Entire home/apt,9,1.5,4,300.00,10.00,2,3,60,strict,0.23
15769095,1BR/balcony within 10 min walking to National Mall,Apartment,Entire home/apt,4,1,1,150.00,100.00,2,0,,strict,
3125138,"Central 1BR: Walk to Metro, Museums",House,Entire home/apt,2,1,1,139.00,50.00,2,93,98,strict,2.62
13316437,Modern garden-style apartment near Nats Stadium,Apartment,Entire home/apt,3,1,1,96.00,0.00,1,4,100,flexible,0.37
18073697,Waterfront - Comfy beds & Simple Breakfast (N2),Apartment,Private room,3,1,1,69.00,30.00,1,0,,strict,
10105496,Beautiful Lrg 1BDRM next to Metro-1 MILE FROM CAP,Apartment,Entire home/apt,2,1,1,150.00,10.00,1,1,80,flexible,0.09
16568151,"One Bedroom near Metro, National Mall and Capitol",Apartment,Entire home/apt,4,1,1,145.00,0.00,2,5,96,flexible,1.36
2308761,Cozy basement right off monuments!,Apartment,Entire home/apt,4,1,1,160.00,0.00,2,42,96,strict,1.13
15703865,Southwest Waterfront Guesthouse,Townhouse,Entire home/apt,6,3.5,3,750.00,0.00,3,0,,strict,
14630661,"A cozy, clean, & comfortable apt - Great Location!",Apartment,Shared room,2,1,1,45.00,15.00,1,17,96,moderate,1.97
16269420,Great Two Bedroom in SW Waterfront,Apartment,Entire home/apt,4,1,2,75.00,0.00,2,3,100,flexible,0.82
16531856,"Artsy, High Rise in SW (BedRm only)",Apartment,Private room,2,1,1,120.00,0.00,1,1,100,moderate,0.23
8634774,Exclusive Waterfront Catamaran,Boat,Entire home/apt,6,1,2,99.00,20.00,2,105,98,moderate,5.36
18073593,Waterfront - Comfy beds & Simple Breakfast (L2),Apartment,Private room,3,1,1,75.00,15.00,1,0,,strict,
7163781,1 BR/BA Contemporary Apartment,Apartment,Entire home/apt,4,1,1,130.00,0.00,2,95,97,flexible,4.72
15391413,FlourishBnB SW Waterfront Cozy Private Room,Townhouse,Private room,1,1,1,59.00,10.00,1,13,85,flexible,2.22
16762751,Waterfront SW Home,House,Private room,2,1,1,600.00,0.00,2,0,,flexible,
16638694,Condo 5 blks from National Mall & 3 Metro Stations,Apartment,Entire home/apt,3,1,1,175.00,25.00,3,10,94,flexible,4.29
1205516,2. Small furnished room in Washington,House,Private room,1,1.5,1,68.00,30.00,1,178,90,strict,3.7
15886006,2-BR House near Metro and Capital,House,Entire home/apt,7,1,2,200.00,15.00,2,2,70,moderate,0.55
16738281,"Breathtaking View & Convenient, Metro accesible",Apartment,Entire home/apt,2,1,1,67.00,0.00,7,1,,flexible,0.27
9202118,Historic 1BR in SW Navy Yard,Apartment,Entire home/apt,2,1.5,1,129.00,0.00,2,1,100,flexible,0.08
16543394,"Luxury 4-level, 4-BR, 3.5-BA townhome",Townhouse,Entire home/apt,10,3.5,4,1500.00,0.00,2,1,100,moderate,0.27
13857349,"Cozy Studio, business trip, or night out",Apartment,Entire home/apt,2,1,0,107.00,75.00,1,4,87,strict,0.39
16708796,"Upscale, spacious apt walking distance to Inaug.",Apartment,Entire home/apt,4,1,2,850.00,0.00,2,0,,flexible,
13695833,Studio Apartment near Capitol,Apartment,Entire home/apt,2,1,0,129.00,0.00,2,7,97,flexible,1.91
16514478,Spacious DC Townhouse (~20 min walk to Capitol!),House,Entire home/apt,8,3.5,3,3000.00,0.00,3,0,,flexible,
3931550,Stunning Modern DC Condo,Condominium,Entire home/apt,2,1,1,140.00,0.00,90,34,97,strict,1.08
16645801,Bright 1 BR in Great SW Location!,Apartment,Entire home/apt,4,1,1,600.00,25.00,2,0,,moderate,
6898124,Riverside Casa,Bed & Breakfast,Private room,2,1,1,110.00,0.00,1,20,98,flexible,1.01
16416650,Luxury townhouse downtown DC 2 min walk to Metro,Townhouse,Entire home/apt,2,1,1,89.00,30.00,5,11,92,strict,2.5
16252803,"Southwest D.C. studio, near Capital and Mall",Apartment,Entire home/apt,2,1,0,650.00,0.00,1,0,,flexible,
16677517,Great Studio near the National Mall.,Apartment,Private room,2,1,0,51.00,0.00,2,5,80,flexible,1.29
16612877,"Luxury Rental, Walk to Capitol - 2017 INAUGURATION",Townhouse,Entire home/apt,10,4.5,4,1750.00,200.00,3,1,80,moderate,0.27
16709849,Rent a home for the Women's March,House,Entire home/apt,5,2.5,3,500.00,0.00,1,0,,strict,
11695987,SW Waterfront Condo,Apartment,Shared room,2,1,1,100.00,0.00,1,0,,flexible,
16131149,Sun-Filled Potomac River Waterfront Studio,Apartment,Entire home/apt,3,1,0,175.00,65.00,2,0,,strict,
849871,"Luxury 1br by monuments, Natl Mall!",Apartment,Entire home/apt,2,1,1,92.00,10.00,10,10,90,moderate,0.21
12088417,SW waterfront Capitol Hill Condo BR,Condominium,Private room,2,1,1,75.00,15.00,1,37,97,flexible,2.76
11694245,Walk to the National Mall,Apartment,Private room,2,1,1,85.00,0.00,1,17,99,moderate,1.28
4976639,Navy Yard,House,Private room,1,1.5,1,60.00,0.00,2,25,94,flexible,1.85
16806562,Bright studio blocks to national mall,Apartment,Entire home/apt,2,1,0,375.00,0.00,2,1,100,flexible,0.27
16837937,"Inauguration: Modern 1 BR, walk to National Mall",House,Entire home/apt,4,1,1,550.00,0.00,2,0,,flexible,
16477337,2 Bedroom Apartment overlooking Nats Stadium,Apartment,Entire home/apt,5,2,2,114.00,0.00,1,0,,flexible,
17558492,Beautiful Nats Park/Capitol Hill Oasis,Apartment,Entire home/apt,7,1,2,180.00,20.00,1,13,89,moderate,6.5
1633734,Relaxing 1BR near National Mall ,Apartment,Entire home/apt,6,1,1,120.00,5.00,2,248,96,moderate,5.75
16704776,"1BR  with Potomac Views, 1 Mile from National Mall",Apartment,Entire home/apt,2,1,1,300.00,0.00,2,2,100,flexible,0.54
16402728,10 min. Walk to Inauguration & March w/Parking!,Condominium,Private room,2,1,1,35.00,5.00,1,4,100,flexible,0.96
16542146,Private Bedroom One Block from Nationals Stadium,House,Private room,2,1,1,49.00,0.00,1,48,97,strict,11.52
18311476,Waterborne Adventure,Boat,Entire home/apt,2,1,1,69.00,35.00,2,1,100,strict,1
16737015,Inauguration - Warm DC Waterfront Condo,Condominium,Entire home/apt,2,1,0,99.00,50.00,1,1,100,moderate,0.28
25243,The Smithsonian Vacation House,House,Entire home/apt,8,2.5,3,379.00,179.00,1,16,97,strict,0.55
6349476,Master Bedroom/Office with pvt bathroom in DC,Townhouse,Private room,2,1,1,150.00,0.00,5,0,,flexible,
18309561,"Private Queen BR, walk to Smithsonian / Monuments",Townhouse,Private room,2,1,1,125.00,0.00,2,1,100,flexible,1
13393962,"Sweet SW Studio near Metro, Capitol & Monuments",Apartment,Entire home/apt,5,1,0,138.00,0.00,1,2,80,moderate,0.19
16179023,"The City at your doorstep, tranquility on call",House,Private room,2,1,1,90.00,25.00,1,34,98,strict,7.61
16735530,Inauguration Special!,Apartment,Private room,2,1,1,195.00,0.00,4,0,,strict,
8151350,Large bedroom by Monuments/Smithsonian/Tidal Basin,Apartment,Private room,2,1,1,100.00,0.00,2,44,98,moderate,2.17
4120289,"Huge 3br, 3.5ba just 5-7 mins walk to Nat'l Mall",House,Entire home/apt,6,3.5,3,240.00,0.00,3,3,100,strict,0.11
16535211,Stunning condo - Perfect for Inauguration - SW,Apartment,Entire home/apt,3,1,1,230.00,100.00,2,4,95,flexible,1.08
16275326,Capital View at Tiber Island,Condominium,Entire home/apt,2,1,0,350.00,0.00,2,0,,flexible,
18600542,Cozy 4th floor Apartment - within walking distance,Apartment,Private room,2,1,0,68.00,0.00,1,0,,flexible,
16636296,"3 BDR 3.5 Bth in Dwtn DC, Walk to Monuments/Museum",House,Entire home/apt,6,3.5,3,400.00,50.00,2,1,100,moderate,1
8145316,"Walk to Monuments, Metro, and More!",Apartment,Entire home/apt,4,1,1,110.00,0.00,2,4,100,strict,0.2
18073917,Waterfront - Comfy beds & Simple Breakfast (L1),Apartment,Private room,4,1,1,69.00,20.00,1,0,,strict,
16766095,Luxury steps away from Cherry Blossoms & Museums!,Apartment,Entire home/apt,4,1,1,250.00,25.00,3,1,100,flexible,1
775298,Waterfront/Metro condo 1br on Potomac/Mall Washing,Apartment,Entire home/apt,4,1,1,112.00,40.00,3,10,91,flexible,0.41
16780821,Walking Distance to National Mall and Capitol,House,Entire home/apt,4,1,2,2000.00,0.00,3,0,,flexible,
16602138,Eng Bsmnt 1br+lvrm sofabed SW DC,Apartment,Entire home/apt,3,1,1,180.00,0.00,4,11,98,flexible,4.85
713529,3. The perfect Baseball fans hangout,House,Private room,3,1.5,1,88.00,25.00,1,273,89,strict,5.2
3363806,Minutes from the Capitol!,House,Private room,3,1,1,300.00,0.00,1,1,100,strict,0.75
18073796,Waterfront - Comfy beds & Simple Breakfast (P1),Apartment,Private room,4,1,1,79.00,25.00,1,0,,strict,
8144649,Studio Apartment Close to Inauguration/Nat'l Mall,Apartment,Entire home/apt,2,1,0,399.00,0.00,2,0,,flexible,
16602483,"Inauguration - 2BR, 1BA Apt near the National Mall",Apartment,Entire home/apt,5,1,2,350.00,0.00,5,0,,flexible,
16567925,Within walking distance to the National MalI,Condominium,Entire home/apt,2,1,1,750.00,0.00,2,0,,flexible,
13620848,"Spacious apartment, great location!",Apartment,Entire home/apt,4,1,1,100.00,0.00,2,3,100,strict,0.29
12143823,Private Top Floor Loft close to National Mall,House,Private room,2,1,1,99.00,0.00,1,1,100,moderate,0.08
12136192,3BD/3.5BTH House - Short Walk to National Mall,House,Entire home/apt,6,3.5,3,225.00,0.00,1,4,95,strict,0.35
18424409,Cozy mid-century modern condo - Waterfront Metro,Condominium,Entire home/apt,2,1,1,35.00,0.00,2,1,100,moderate,1
6835726,Historic Row House in Downtown DC,Townhouse,Entire home/apt,7,2.5,3,350.00,0.00,3,14,97,moderate,0.62
7884277,Modern Walkable National Mall Apt,Apartment,Entire home/apt,4,1,1,209.00,0.00,2,40,97,moderate,2.03
16794755,Affordable 1 BR/1 BA or entire apartment!!,Apartment,Private room,3,1,1,200.00,50.00,1,0,,moderate,
17222665,"20 MIN WALK TO DOWNTOWN, ENTIRE APT, AT METRO",Apartment,Entire home/apt,2,1,1,108.00,0.00,2,3,100,moderate,2.2
15286999,FlourishBnB SW Waterfront Ground Fl Private Room,Townhouse,Private room,1,1,1,42.00,15.00,28,0,,flexible,
18072124,Waterfront - Comfy beds & Simple Breakfast (L3),Apartment,Private room,3,1,1,85.00,20.00,1,1,100,strict,1
2737566,Gorgeous waterfront 2 Bed-2 Bath-Pool- Garage-Gym,Apartment,Entire home/apt,4,2,2,209.00,0.00,2,17,95,strict,0.46
18071541,Waterfront - Comfy beds & Simple Breakfast (P3),Apartment,Private room,4,1,1,72.00,20.00,2,0,,strict,
16154725,1 bdrm - perfect for Inauguration,Apartment,Entire home/apt,3,1,1,800.00,0.00,2,0,,flexible,
16610614,Penthouse Studio,Apartment,Entire home/apt,2,1,0,200.00,0.00,2,1,100,moderate,0.28
7807308,Large 2B/2B Apt. Monuments/Smithsonian/Tidal Basin,Apartment,Entire home/apt,7,2,2,200.00,0.00,2,5,96,strict,0.25
7714870,1. A quiet room near Nats stadium,House,Private room,2,1.5,1,67.00,15.00,1,105,90,strict,5.37
7714880,4. Master bedroom near the stadium,House,Private room,2,1.5,1,88.00,15.00,1,108,88,strict,5.3
17283045,"L'Enfant Room at Candlemore, Southwest Waterfront",House,Private room,5,1.5,1,79.00,30.00,1,10,87,strict,3.61
4231934,Just the perfect room in SW DC,House,Private room,4,2,1,500.00,25.00,1,136,92,strict,4.64
15807872,Charming 3 Bedroom Home Steps Away from Museums,House,Entire home/apt,6,2,3,215.00,25.00,2,1,100,moderate,0.22
16464353,Presidential Inauguration Rental Space,Apartment,Entire home/apt,3,1,1,215.00,50.00,1,1,100,flexible,0.27
9231869,"20 Min. Walk to Cherry Blossoms, Mall, and Capital",Apartment,Entire home/apt,5,1.5,2,145.00,0.00,2,7,100,flexible,0.61
17280888,"Cherry Blossom Room at Candlemore, SW Waterfront",House,Private room,4,1.5,1,89.00,30.00,1,18,82,strict,6.59
14855909,Private Room in SW Townhome,Townhouse,Private room,2,1,1,1000.00,0.00,3,0,,strict,
16429629,"Cosy, Bright Downtown Studio for 2+",Apartment,Entire home/apt,3,1,1,125.00,25.00,7,1,100,moderate,0.27
16297231,Spacious 2BR apartment near National Mall,Apartment,Entire home/apt,5,2,2,1200.00,0.00,3,0,,moderate,
15379248,6 blocks to U.S. Capitol and National Mall!,Condominium,Entire home/apt,1,1,0,69.00,35.00,7,1,80,flexible,0.17
16723461,Inauguration special,Apartment,Entire home/apt,5,1,2,600.00,0.00,3,0,,strict,
6334405,Cozy Sunny Bedroom/office by subway metro,Townhouse,Private room,1,1.5,1,75.00,0.00,3,30,97,strict,1.56
16853956,Great inauguration weekend condo,Apartment,Entire home/apt,1,1,1,500.00,0.00,1,0,,flexible,
13207086,2BR Luxury Penthouse,Apartment,Entire home/apt,6,1,2,321.00,0.00,7,1,100,moderate,0.81
15149244,"Elegant, serene, oasis in the heart of the city",Townhouse,Private room,2,1,1,90.00,25.00,1,41,100,strict,5.59
12623775,Amazing townhouse with parking !,House,Entire home/apt,6,2,4,350.00,0.00,2,22,98,strict,2.1
13769503,Walk to the National Mall and baseball stadium!,Condominium,Entire home/apt,4,1,1,134.00,0.00,3,3,93,strict,0.3
2584324,SouthWest Waterfront Home,House,Private room,4,1.5,1,185.00,50.00,3,23,100,moderate,0.61
12493647,Centrally located steps to metro,Apartment,Entire home/apt,2,1,1,115.00,0.00,2,17,95,flexible,1.4
16586928,Walking Distance to Capitol and National Mall!,Apartment,Entire home/apt,4,1,1,110.00,25.00,3,0,,strict,
17963108,Studio in Convenient SW DC,Apartment,Entire home/apt,2,1,0,55.00,0.00,3,1,,moderate,1
15734713,Modern 1 Bedroom - Walk to the National Mall!,Apartment,Entire home/apt,4,1,1,250.00,0.00,3,3,100,strict,0.83
14686133,Walking distance to National Mall - Sleeps 4!,Apartment,Entire home/apt,4,1,0,150.00,0.00,1,15,91,flexible,4.09
10526371,"Historic Home-Amazing Location, Walk to Everything",Apartment,Entire home/apt,4,1,1,184.00,0.00,1,89,99,flexible,6.86
3873605,Cherry Blossom Apartment,Apartment,Entire home/apt,2,1,0,119.00,0.00,1,4,100,flexible,0.16
16192643,"Luxury 2 bedroom,2 bathroom",Apartment,Entire home/apt,6,2,2,249.00,100.00,2,8,98,flexible,1.74
16454685,"Historic Home Next to Capitol, Walk to Everything!",House,Entire home/apt,9,2,3,375.00,0.00,1,34,99,flexible,7.67
16422477,INAUGURATION Townhouse 2 blocks from U.S. Capitol,Townhouse,Entire home/apt,4,2.5,2,1600.00,100.00,4,0,,strict,
18072268,Waterfront - Comfy beds & Simple Breakfast (P2),Apartment,Private room,4,1,1,82.00,15.00,1,1,100,strict,1
13865075,"Minutes Walk to Capitol, Smithsonian and the Mall",Bed & Breakfast,Private room,2,1,1,149.00,0.00,1,37,99,flexible,3.79
16847827,"Priv.Room w/parking, metro 2 blocks",House,Private room,4,1.5,1,100.00,100.00,1,0,,flexible,
16190668,"Inauguration Weekend 1 BR Clean, Elegant Condo",House,Entire home/apt,2,1,1,2499.00,0.00,2,0,,strict,
18189407,Condo blocks from Waterfront Metro,Condominium,Entire home/apt,4,1,1,130.00,50.00,2,2,100,strict,2
18614893,Spacious apt with upscale amenities,Apartment,Entire home/apt,2,1,1,150.00,150.00,2,0,,strict,
16189889,Entire cozy rowhome 4 Inauguration!,House,Entire home/apt,8,1.5,3,1000.00,0.00,1,0,,flexible,
3378797,SW DC Waterfront Steps to The Mall,Condominium,Entire home/apt,3,1,0,119.00,30.00,7,35,99,moderate,1.56
18549743,Cute City Respite Near National Mall,Townhouse,Entire home/apt,5,2,2,250.00,0.00,2,0,,flexible,
17402766,Sunny 1bed apartment in the heart of DC,Apartment,Entire home/apt,4,1,1,125.00,30.00,1,2,80,strict,1.09
18582399,Luxurious Private Penthouse Room,Apartment,Private room,3,1,1,130.00,0.00,1,0,,moderate,
16788613,"Penthouse apartment, steps from the inauguration",Apartment,Entire home/apt,2,1,1,600.00,0.00,1,0,,flexible,
3834148,Easy walk to Inauguration 1BR/1BH,Apartment,Entire home/apt,4,1,1,199.00,0.00,2,1,100,flexible,0.27
16778993,Entire Apt. w/ Parking - 5 min. Walk to Nat'l Mall,Condominium,Entire home/apt,3,1,1,850.00,0.00,2,0,,flexible,
6424291,Franklin's House  -  Part One,House,Private room,2,1,1,85.00,10.00,2,21,94,strict,0.89
14263297,Stylish Midrise Steps from Metro,Apartment,Entire home/apt,4,1,1,75.00,10.00,1,25,88,moderate,2.66
7490760,"AFFORDABLE Luxury, Private Room",Apartment,Private room,3,1,1,60.00,20.00,1,5,88,strict,0.23
16855970,Graduation housing 2 blocks to Metro/Catholic Univ,House,Private room,2,2,2,75.00,0.00,1,1,100,flexible,0.27
3576433,Basement private suite,House,Private room,2,1,1,75.00,25.00,2,1,100,moderate,0.03
744237,Master Bedroom in Artsy Apartment,House,Private room,1,,1,95.00,25.00,1,7,90,flexible,0.13
15758808,Guest Bedroom Close to the Metro,House,Private room,2,2,1,41.00,10.00,1,39,97,moderate,6.54
6311308,Hip Home in Little Rome,House,Private room,2,1,1,42.00,0.00,2,112,97,moderate,5.22
10692326,Stunning Private DC Apartment in Cute Neighborhood,House,Entire home/apt,4,1,1,108.00,30.00,2,37,96,moderate,2.61
