ID,name,sex,age,height,weight,team,year,season,city,sport,event,medal
70592,Liu Huixia,F,18,157,48,China,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Gold
70593,Jia Liu,F,34,160,46,Austria,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,NA
70593,Jia Liu,F,34,160,46,Austria,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,NA
70604,Justin Liu,M,25,167,78,Singapore,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,NA
70633,Liu Shanshan,F,24,169,65,China,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
70636,Liu Shiwen,F,25,160,54,China,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Gold
70637,Liu Shiying,F,22,179,76,China,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,NA
70644,Liu Tingting,F,26,178,77,China,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,NA
70646,Liu Wei,M,28,175,69,China,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,NA
70649,Liu Wei-Ting,M,21,196,81,Chinese Taipei,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,NA
70654,Liu Xiang,F,19,180,66,China,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,NA
70665,Liu Xiaotong,F,26,188,70,China,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
70677,Liu Yang,M,21,162,61,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Bronze
70677,Liu Yang,M,21,162,61,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,NA
70677,Liu Yang,M,21,162,61,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,NA
70679,Liu Yaxin,F,17,178,69,China,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,NA
70689,Liu Yongshi,F,26,176,62,China,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",NA
70712,Ari-Pekka Liukkonen,M,27,208,92,Finland,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,NA
70712,Ari-Pekka Liukkonen,M,27,208,92,Finland,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,NA
70716,Emanuele Liuzzi,M,25,191,85,Italy,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,NA
70766,Hac liyev,M,25,168,65,Azerbaijan,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
70797,Lkhagvasrengiin Otgonbaatar,M,23,182,94,Mongolia,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,NA
70805,Jorge Len Llames Gutirrez,M,37,170,74,Spain,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",NA
70809,Alejandra Llaneza Gmez,F,28,157,48,Mexico,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,NA
70819,"Xavier ""Xavi"" Lleonart Blanco",M,26,180,70,Spain,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
70839,"Alexander ""Alex"" Lloyd",M,25,194,88,Australia,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,NA
70843,Carli Anne Lloyd (-Hollins),F,34,170,64,United States,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
70844,Carli Ellen Lloyd,F,26,180,75,United States,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
70854,Ieuan David Lloyd,M,23,194,91,Great Britain,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,NA
70865,Sergio Llull Meli,M,28,192,91,Spain,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
70882,"Sin Lam ""Sonia"" Lo",F,23,166,59,Hong Kong,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,NA
70885,Eleonora Lo Bianco,F,36,171,67,Italy,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,NA
70887,Giovani Lo Celso,M,20,177,70,Argentina,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
70890,Colleen Loach,F,33,179,61,Canada,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
70890,Colleen Loach,F,33,179,61,Canada,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",NA
70900,Diana Lobaevsk (Maciusonyt-),F,35,174,57,Lithuania,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
70919,Jonathan Gatan Cdric Lobert,M,31,195,100,France,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,NA
70922,Nikita Konstantinovich Lobintsev,M,27,193,85,Russia,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,NA
70922,Nikita Konstantinovich Lobintsev,M,27,193,85,Russia,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
70925,Magdalena Lobnig,F,26,180,71,Austria,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,NA
70927,Joaquim Lobo,M,21,172,66,Mozambique,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",NA
70927,Joaquim Lobo,M,21,172,66,Mozambique,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",NA
70930,Maria Clara Lobo,F,17,167,55,Brazil,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,NA
70936,Carlos Lobos Muoz,M,35,175,73,Chile,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
70943,Yuliya Lobzhenidze,F,38,177,80,Georgia,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
70943,Yuliya Lobzhenidze,F,38,177,80,Georgia,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,NA
70955,Jan Lochbihler,M,24,187,92,Switzerland,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
70955,Jan Lochbihler,M,24,187,92,Switzerland,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
70965,Ryan Steven Lochte,M,32,188,88,United States,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70965,Ryan Steven Lochte,M,32,188,88,United States,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,NA
70979,William Lockwood,M,28,191,88,Australia,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
70985,Luigi Agostino Lodde,M,36,170,79,Italy,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,NA
70990,Sofia Lodi,F,18,175,57,Italy,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,NA
70992,Matteo Lodo,M,21,196,90,Italy,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
71034,"Eleanor ""Elle"" Logan",F,28,188,86,United States,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
71043,Chloe Logarzo,F,21,165,58,Australia,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
71060,Tatyana Yuryevna Logunova,F,36,174,62,Russia,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",NA
71060,Tatyana Yuryevna Logunova,F,36,174,62,Russia,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Bronze
71067,Anjelina Nadai Lohalith,F,23,163,50,Refugee Olympic Athletes,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",NA
71087,Inna Volodymyrivna Lohutenkova,F,29,172,63,Ukraine,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
71088,Alina Viktorivna Lohvynenko,F,26,180,67,Ukraine,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
71112,Dilara Lokmanhekim,F,22,165,48,Turkey,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,NA
71113,Rose Nathike Lokonyen,F,21,157,50,Refugee Olympic Athletes,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,NA
71141,"Peter Lombard, II",M,40,170,73,Guam,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",NA
71167,Marcel Lomnick,M,29,177,106,Slovakia,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,NA
71178,Luka Lonar,M,29,195,106,Croatia,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
71183,Maria Natalia Londa,F,25,163,57,Indonesia,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,NA
71191,"Alexandra Linsley ""Allie"" Long",F,28,173,64,United States,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
71205,"Nicholas James ""Nic"" Long",M,26,188,86,United States,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,NA
71207,Long Qingquan,M,25,150,56,China,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,Gold
71216,Omar Jos Longart Rondn,M,25,172,69,Venezuela,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,NA
71231,Annalie Antonia Longo,F,25,156,56,New Zealand,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
71235,Elisa Longo Borghini,F,24,170,59,Italy,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Bronze
71235,Elisa Longo Borghini,F,24,170,59,Italy,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,NA
71239,Alexandra Longov,F,22,173,51,Slovakia,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
71297,Mara Camila Lopera Valle,F,21,154,54,Colombia,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,NA
71299,Cisiane Dutra Lopes,F,33,159,49,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,NA
71307,Lidiane Lopes,F,21,178,70,Cape Verde,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,NA
71326,ngel Lpez Vzquez,M,24,172,83,Spain,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,NA
71328,Arlen Lpez Cardona,M,23,178,75,Cuba,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Gold
71337,Daniel Lpez Pinedo,M,36,190,88,Spain,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
71344,Elena Lpez Benaches,F,21,169,56,Spain,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
71361,"Mara Gabriela ""Gaby"" Lpez Butron",F,22,168,58,Mexico,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,NA
71365,Guadalupe de la Cruz Lpez Botero,F,28,165,58,Colombia,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,NA
71376,Iago Lpez Marra,M,26,181,81,Spain,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,NA
71382,Jessica Brizeida Lpez Arocha,F,30,155,47,Venezuela,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,NA
71382,Jessica Brizeida Lpez Arocha,F,30,155,47,Venezuela,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,NA
71382,Jessica Brizeida Lpez Arocha,F,30,155,47,Venezuela,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,NA
71382,Jessica Brizeida Lpez Arocha,F,30,155,47,Venezuela,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,NA
71383,Jess Antonio Lpez Snchez,M,31,161,64,Venezuela,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,NA
71384,Joaqun Eduardo Lopez,M,26,170,76,Brazil,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
71399,Juan Martn Lpez,M,31,178,74,Argentina,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
71405,Kevin Lpez Yerga,M,26,171,56,Spain,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA
71407,Laura Lpez Ventosa,F,28,171,65,Spain,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,NA
71408,Livn Lpez Azcuy,M,34,170,74,Cuba,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",NA
71412,Lus Alfonso Lpez Menjivar,M,22,162,54,El Salvador,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,NA
71415,Lus Aurelio Lpez Fernndez,M,22,180,84,Honduras,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
71419,Luis Fernando Lpez Erazo,M,37,166,60,Colombia,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,NA
71423,Marc Lpez i Tarrs,M,34,175,71,Spain-2,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Gold
71425,Mara Lpez Garca,F,26,170,62,Spain,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,NA
71429,Marta Lpez Herrero,F,26,168,64,Spain,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,NA
71434,Miguel ngel Lpez Castro,M,19,189,75,Cuba,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,NA
71435,Miguel ngel Lpez Moreno,M,22,170,58,Colombia,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",NA
71436,Miguel ngel Lpez Nicolas,M,28,181,70,Spain,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,NA
71436,Miguel ngel Lpez Nicolas,M,28,181,70,Spain,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,NA
71437,Mijan Lpez Nez,M,33,198,130,Cuba,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
71454,Ral Lpez Gmez,M,23,184,74,Mexico,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
71455,Ren Lpez Lizarazo,M,52,168,70,Colombia,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
71464,Sara Lpez Ravetllat,F,23,165,66,Spain,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,NA
71467,Steven Lopez,M,37,191,83,United States,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,NA
71469,Teofimo Andrs Lpez Rivera,M,19,176,60,Honduras,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,NA
71471,Yaniuvis Lpez Sago,F,30,180,71,Cuba,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,NA
71474,Mara Lpez de Eguilaz Zubiria,F,32,164,56,Spain,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,NA
71519,Anika Lorenz,F,25,172,70,Germany,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,NA
71530,Nike Lorenz,F,19,170,69,Germany,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
71539,Paolo Lorenzi,M,34,183,77,Italy,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,NA
71543,Eduardo Jos Lorenzo Casasnova,M,49,171,84,Dominican Republic,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,NA
71566,Tams Lrincz,M,29,172,75,Hungary,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",NA
71567,Viktor Lrincz,M,26,178,90,Hungary,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",NA
71586,Joan Losada Gifra,M,24,182,86,Spain,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,NA
71614,Yvonne Losos de Muiz,F,48,183,64,Dominican Republic,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
71676,Aniya Necol Louissaint,F,17,176,59,Haiti,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,NA
71687,Constantine Michael Louloudis,M,24,190,92,Great Britain,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold
71700,Patrick Chagas Valrio Loureno,M,23,164,49,Brazil,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,NA
71717,Petra Lovas,F,36,158,48,Hungary,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,NA
71737,Victoria Alimonda Lovelady,F,29,163,48,Brazil,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,NA
71748,Stephanie Devaux-Lovell,F,20,160,62,Saint Lucia,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,NA
71758,Eddie Jermoni Lovett,M,24,180,73,United States Virgin Islands,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,NA
71759,Jaimee Lovett,F,28,167,83,New Zealand,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",NA
71777,Nataliya Vladimirovna Lovtsova,F,28,177,70,Russia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,NA
71777,Nataliya Vladimirovna Lovtsova,F,28,177,70,Russia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,NA
71777,Nataliya Vladimirovna Lovtsova,F,28,177,70,Russia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
71777,Nataliya Vladimirovna Lovtsova,F,28,177,70,Russia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,NA
71778,Andreas Lw,M,34,177,81,Germany,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,NA
71788,"Daniel ""Dan"" Lowe",M,23,183,82,United States,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",NA
71788,"Daniel ""Dan"" Lowe",M,23,183,82,United States,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
71799,Karsta Lowe,F,23,193,82,United States,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
71822,Kyle Lowry,M,30,183,93,United States,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
71842,Antony Rubn Lozano Coln,M,23,183,74,Honduras,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
71847,Hirving Rodrigo Lozano Bahena,M,21,174,63,Mexico,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
71867,Heidi Lke,F,33,173,68,Norway,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
71879,Ingeborg Lvnes,F,23,165,52,Norway,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",NA
71887,Grzegorz omacz,M,28,187,81,Poland,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,NA
71891,Bartosz osiak,M,24,190,88,Poland-2,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,NA
71894,L Bin,M,21,165,49,China,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,NA
71909,Lu Huihui,F,27,171,70,China,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,NA
71918,"Xiao-Qing ""Teresa"" Lu",F,28,163,57,Chinese Taipei,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,NA
71920,Lu Wen,F,26,188,78,China,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,NA
71921,Lu Xiaojun,M,32,172,77,China,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,Silver
71922,Lu Xiuzhi,F,22,160,45,China,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Bronze
71924,L Yang,F,22,183,77,China,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,NA
71925,Lu Yen-Hsun,M,32,180,74,Chinese Taipei,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,NA
71926,Lu Ying,F,27,175,65,China,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,NA
71926,Lu Ying,F,27,175,65,China,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
71937,Luan Guilherme de Jesus Vieira,M,23,180,71,Brazil,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
71941,Luan Garcia Teixeira,M,23,183,79,Brazil,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
71951,Christian Peter Stephensen Lbeck,M,25,186,81,Denmark,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,NA
71981,Ricardo Samuel Lucarelli Santos de Souza,M,24,195,79,Brazil,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
72023,"Nicholas ""Nick"" Lucena",M,36,185,84,United States-1,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,NA
72025,Jean-Michel Lucenay,M,38,186,78,France,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Gold
72026,Emmanuel Lucenti,M,31,180,81,Argentina,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,NA
72042,"Jurswailly ""Ailly"" Luciano",F,25,171,69,Netherlands,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,NA
72059,Robert Lcken,M,31,199,95,Netherlands,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
72060,Gina Lckenkemper,F,19,170,56,Germany,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,NA
72060,Gina Lckenkemper,F,19,170,56,Germany,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,NA
72072,Grace Luczak,F,27,191,77,United States,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,NA
72084,Kristina Ludkov-Gavnholt,F,27,177,73,Czech Republic,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,NA
72103,Laura Ludwig,F,30,181,70,Germany-1,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
72126,Yasmany Daniel Lugo Cabrera,M,26,190,98,Cuba,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
72127,Augustine Lugonzo,M,24,183,86,Kenya,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,NA
72139,Leila Luik,F,30,165,48,Estonia,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
72140,Liina Luik,F,30,164,48,Estonia,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
72141,Lily Luik,F,30,163,48,Estonia,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
72152,Vincent Luis,M,27,177,65,France,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,NA
72156,"Willibrordus Adrianus Maria ""Joost"" Luiten",M,30,178,70,Netherlands,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,NA
72160,Luiz Felipe Marques Fonteles,M,32,196,89,Brazil,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
72165,Tintu Luka,F,27,163,50,India,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,NA
72165,Tintu Luka,F,27,163,50,India,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
72169,Megan Lukan,F,24,170,58,Canada,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
72176,Yevgeny Vyacheslavovich Lukantsov,M,24,187,91,Russia,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",NA
72196,Yekaterina Vladimirovna Lukichova-Smirnova,F,28,165,63,Kazakhstan,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",NA
72229,Fernando Luna,M,26,189,97,Argentina,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,NA
72292,Kristine Lunde-Borgersen,F,36,181,67,Norway,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
72341,Adam Lundqvist,M,22,174,70,Sweden,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
72366,Ruslan Lunev,M,27,183,80,Azerbaijan,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",NA
72366,Ruslan Lunev,M,27,183,80,Azerbaijan,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",NA
72381,Jamila Lunkuse,F,19,153,60,Uganda,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,NA
72384,Anna Volodymyrivna Lunova (Yermakova-),F,24,176,60,Ukraine,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,NA
72396,Luo Xiaoling,F,27,170,68,China,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,NA
72399,Luo Ying,F,25,164,62,China-2,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,NA
72401,Luo Yu,F,25,164,66,China-2,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,NA
72425,Daniele Lupo,M,25,183,77,Italy-1,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
72432,Nataliya Oleksivna Lupu,F,28,175,60,Ukraine,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,NA
72475,Pascal Lussier,M,24,190,90,Canada,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,NA
72486,Hrafnhildur Luthersdttir,F,25,178,65,Iceland,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,NA
72486,Hrafnhildur Luthersdttir,F,25,178,65,Iceland,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,NA
72538,Luvsanlkhndeviin Otgonbayar,F,34,153,47,Mongolia,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
72554,Lock Luypaert,M,24,181,78,Belgium,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
72558,Rafael Freire Luz,M,24,188,85,Brazil,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
