ID,name,sex,age,height,weight,team,year,season,city,sport,event,medal
26117,Lilian de Geus,F,24,164,57,Netherlands,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,NA
26125,Eva Roma Maria de Goede,F,27,170,61,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
26135,Andre De Grasse,M,21,176,70,Canada,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Bronze
26135,Andre De Grasse,M,21,176,70,Canada,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,Silver
26135,Andre De Grasse,M,21,176,70,Canada,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
26193,Robenlson Vieira de Jesus,M,28,166,56,Brazil,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,NA
26216,Mark de Jonge,M,32,180,91,Canada,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",NA
26219,Juan Leon de Jongh,M,28,175,87,South Africa,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
26225,Mathilde de Kerangat,F,24,172,67,France,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,NA
26236,Coen de Koning,M,33,183,74,Netherlands,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,NA
26242,Robin de Kruijf,F,25,193,80,Netherlands,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,NA
26254,Jovana de la Cruz Capani,F,24,161,53,Peru,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
26265,Juan Mara de la Fuente,M,39,181,74,Argentina,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,NA
26336,Habib de las Salas de la Rosa,M,29,159,56,Colombia,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,NA
26367,Flvia Maria de Lima,F,23,176,65,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,NA
26368,Gustavo Augusto Roxo de Lima,M,39,185,82,Portugal,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,NA
26369,Jailma Sales de Lima,F,29,174,65,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,NA
26369,Jailma Sales de Lima,F,29,174,65,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
26387,Leonel de los Santos Nez,M,21,170,52,Dominican Republic,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,NA
26396,Marco De Luca,M,35,188,70,Italy,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,NA
26397,Riccardo De Luca,M,30,187,80,Italy,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
26399,Joo Bevilaqua de Lucca,M,26,193,96,Brazil,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,NA
26399,Joo Bevilaqua de Lucca,M,26,193,96,Brazil,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
26399,Joo Bevilaqua de Lucca,M,26,193,96,Brazil,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
26400,Natalia de Luccas,F,19,167,63,Brazil,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
26417,Alessandro De Marchi,M,30,181,66,Italy,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",NA
26434,Ian Carlos Gonalves de Matos,M,27,171,72,Brazil,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,NA
26442,Martina De Memme,F,24,175,65,Italy,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
26473,Andressa Oliveira de Morais,F,25,178,97,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,NA
26493,Marco Alessandro De Nicolo,M,39,180,83,Italy,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",NA
26493,Marco Alessandro De Nicolo,M,39,180,83,Italy,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
26493,Marco Alessandro De Nicolo,M,39,180,83,Italy,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
26498,Mayobanex de leo,M,23,171,61,Dominican Republic,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,NA
26499,Augusto Dutra de Oliveira,M,26,180,70,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,NA
26508,Ingrid de Oliveira,F,20,160,58,Brazil,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,NA
26508,Ingrid de Oliveira,F,20,160,58,Brazil,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,NA
26510,Joo Vtor de Oliveira,M,24,190,87,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,NA
26512,Jlio Csar Miranda de Oliveira,M,30,185,95,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,NA
26530,Daynara Lopes Ferreira de Paula,F,27,163,55,Brazil,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
26530,Daynara Lopes Ferreira de Paula,F,27,163,55,Brazil,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,NA
26530,Daynara Lopes Ferreira de Paula,F,27,163,55,Brazil,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
26551,Laurens De Plus,M,20,188,67,Belgium,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",NA
26651,rica Rocha de Sena,F,31,168,55,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,NA
26656,Joo Paulo de Leiria e Silva,M,51,176,90,Angola,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,NA
26690,Leticia Cherpe de Souza,F,20,165,49,Brazil,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
26717,Jos Guilherme de Toledo,M,22,193,97,Brazil,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,NA
26718,Zoe Michaela  de Toledo,F,29,172,58,Great Britain,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
26721,Pablo Martn de Torres,M,32,190,86,Argentina,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",NA
26730,Lisa Marie De Vanna,F,31,156,53,Australia,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
26751,Bob de Voogd,M,27,183,80,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
26773,Xan de Waard,F,20,163,55,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
26783,Sander Sebastiaan de Wijn,M,26,183,78,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
26791,Frank de Wit,M,20,184,81,Netherlands,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,NA
26795,Laura de Witte,F,20,173,61,Netherlands,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
26796,Lisanne de Witte,F,23,175,60,Netherlands,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
26837,Anthony Dean,M,25,175,87,Australia,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,NA
26849,"William ""Will"" Dean",M,29,195,95,Canada,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,NA
26861,Timothy Deavin,M,32,185,77,Australia,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
26873,Fanny Deberghes,F,22,170,65,France,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
26881,"Dbora Cristiane ""Debinha"" de Oliveira",F,24,157,55,Brazil,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
26913,Gabriel Alejandro Deck,M,21,197,107,Argentina,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
26919,dm Jozsef Decker,M,32,203,115,Hungary,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
26922,Attila Decker,M,28,197,94,Hungary,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
26934,Fernanda Demtrio Decnop Coelho,F,29,172,67,Brazil,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,NA
26949,Tams Decsi,M,33,178,82,Hungary,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",NA
26969,Andrea Deelstra,F,31,164,46,Netherlands,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
26982,Pablo Defazio Abella,M,35,170,67,Uruguay,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,NA
26991,Hlne Defrance,F,29,179,66,France,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Bronze
27048,Steffen Deibler,M,29,186,81,Germany,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
27048,Steffen Deibler,M,29,186,81,Germany,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,NA
27048,Steffen Deibler,M,29,186,81,Germany,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
27052,Francesca Deidda,F,24,164,49,Italy,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,NA
27062,Veerle Dejaeghere,F,43,159,46,Belgium,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
27073,Iryna Mykhailivna Dekha,F,20,174,86,Ukraine,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,NA
27081,Inge Dekker,F,30,183,67,Netherlands,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,NA
27081,Inge Dekker,F,30,183,67,Netherlands,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
27093,Dieter Dekoninck,M,25,190,85,Belgium,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
27093,Dieter Dekoninck,M,25,190,85,Belgium,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
27104,Stanly Jos del Carmen Cruz,M,20,163,62,Dominican Republic,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,NA
27104,Stanly Jos del Carmen Cruz,M,20,163,62,Dominican Republic,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,NA
27113,Antonella Del Core,F,35,180,75,Italy,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,NA
27123,Marco Del Lungo,M,26,190,97,Italy,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
27129,ngela del Pan Moruno,F,31,173,68,Spain,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,NA
27131,Ajla Del Ponte,F,20,168,56,Switzerland,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,NA
27132,Juan Martn del Potro,M,27,198,97,Argentina,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Silver
27132,Juan Martn del Potro,M,27,198,97,Argentina-1,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,NA
27136,Diego Alan del Real Galindo,M,22,188,112,Mexico,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,NA
27151,Matas Andrs del Solar Goldsmith,M,40,184,82,Chile,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,NA
27168,Graham DeLaet,M,34,180,NA,Canada,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,NA
27176,"Evangelos Ioannis ""Vangelis"" Delakas",M,31,189,90,Greece,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
27188,Sabrina Julienne Francine Delannoy,F,30,171,62,France,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
27201,Barnab Delarze,M,22,193,100,Switzerland,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,NA
27203,Miguel Delas de Andrs,M,32,170,72,Spain,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
27208,Eric Delaunay,M,28,178,83,France,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,NA
27221,Federico Delbonis,M,25,190,88,Argentina,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,NA
27221,Federico Delbonis,M,25,190,88,Argentina-2,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,NA
27256,Carlos Francisco Delfino,M,33,196,95,Argentina,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
27260,Lucien Delfour,M,27,177,69,Australia,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",NA
27263,Angelica Delgado,F,25,160,52,United States,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,NA
27280,Lindolfo Delgado Garza,M,21,174,60,Mexico,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,NA
27285,Marlo Delgado Suarez,M,23,184,75,Ecuador,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,NA
27296,Cindy Solangie Delgado Buitrago,F,26,155,57,Colombia,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,NA
27307,Marcos Nicols Dela,M,24,209,105,Argentina,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
27314,Marie-Laure Delie,F,28,172,65,France,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
27355,"Matthew ""Matt"" Dellavedova",M,25,193,89,Australia,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
27357,Elena Delle Donne,F,26,195,86,United States,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
27359,Nico Luca Marc Delle Karth,M,32,180,74,Austria,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,NA
27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,30,166,58,United States,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,NA
27390,No Delpech,M,30,181,82,France,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,NA
27393,"Nicholas ""Nick"" Delpopolo",M,27,173,77,United States,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,NA
27438,Siraba Dembl,F,30,172,64,France,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
27450,Yigrem Demelash,M,22,167,48,Ethiopia,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",NA
27464,Bence Demeter,M,26,180,72,Hungary,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
27488,Mirela Krasimirova Demireva,F,26,180,58,Bulgaria,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Silver
27489,Ali Eren Demirezen,M,26,189,91,Turkey,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,NA
27495,Soner Demirta,M,25,170,74,Turkey,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
27503,Abdelghani Demmou,M,27,185,75,Algeria,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
27516,"Nicholas Charles ""Nick"" Dempsey",M,35,180,71,Great Britain,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,Silver
27528,Valentin Demyanenko,M,32,193,93,Azerbaijan,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Silver
27545,Felix Denayer,M,26,190,85,Belgium,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
27572,Deng Shudi,M,24,163,58,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,NA
27572,Deng Shudi,M,24,163,58,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Bronze
27572,Deng Shudi,M,24,163,58,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,NA
27572,Deng Shudi,M,24,163,58,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,NA
27572,Deng Shudi,M,24,163,58,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,NA
27572,Deng Shudi,M,24,163,58,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,NA
27572,Deng Shudi,M,24,163,58,China,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,NA
27574,Deng Wei,F,23,159,63,China,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,Gold
27577,Deng Zhiwei,M,28,188,120,China,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",NA
27583,Deni,M,27,165,69,Indonesia,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,NA
27589,Stefan Denifl,M,28,179,65,Austria,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",NA
27601,Aleksey Alekseyevich Denisenko,M,22,185,68,Russia,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Silver
27604,Kirill Georgiyevich Denisov,M,28,182,90,Russia,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,NA
27611,Zhansel Deniz,F,24,175,67,Kazakhstan,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,NA
27623,Joel Dennerley,M,29,195,91,Australia,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
27630,Daniel Paul Dennis-Kengott,M,29,165,57,United States,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",NA
27635,Rohan Dennis,M,26,182,72,Australia,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",NA
27635,Rohan Dennis,M,26,182,72,Australia,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,NA
27643,Matthew Denny,M,20,195,118,Australia,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,NA
27646,Erin Densham,F,31,165,52,Australia,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,NA
27662,Deonise Fachinello Cavaleiro,F,33,180,73,Brazil,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,NA
27681,Josue Deprez,M,34,NA,NA,Haiti,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,NA
27699,Emel Dereli,F,20,181,110,Turkey,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,NA
27701,Weronika Deresz,F,30,170,57,Poland,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,NA
27709,Aleksey Viktorovich Dergunov,M,31,187,95,Kazakhstan,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",NA
27709,Aleksey Viktorovich Dergunov,M,31,187,95,Kazakhstan,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",NA
27713,Inna Vasilyevna Deriglazova,F,26,173,61,Russia,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Gold
27714,Senna Sandra Deriks,F,15,155,46,Belgium,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,NA
27714,Senna Sandra Deriks,F,15,155,46,Belgium,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,NA
27720,Dariya Derkach,F,23,170,50,Italy,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,NA
27743,DeMar Darnell DeRozan,M,26,201,99,United States,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
27750,Eli Dershwitz,M,20,185,77,United States,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",NA
27753,Kateryna Oleksandrivna Derun,F,22,167,75,Ukraine,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,NA
27756,Georgios Dervisis,M,21,195,92,Greece,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
27757,Nina Derwael,F,16,165,46,Belgium,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,NA
27757,Nina Derwael,F,16,165,46,Belgium,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,NA
27757,Nina Derwael,F,16,165,46,Belgium,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,NA
27757,Nina Derwael,F,16,165,46,Belgium,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,NA
27757,Nina Derwael,F,16,165,46,Belgium,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,NA
27768,Eseosa Fostine Desalu,M,22,180,67,Italy,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,NA
27805,Mikkel Desler Puggaard,M,21,187,71,Denmark,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
27842,Jrmy Desplanches,M,21,189,72,Switzerland,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,NA
27842,Jrmy Desplanches,M,21,189,72,Switzerland,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,NA
27897,Gabriele Detti,M,21,184,79,Italy,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Bronze
27897,Gabriele Detti,M,21,184,79,Italy,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
27897,Gabriele Detti,M,21,184,79,Italy,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
27911,Bart Deurloo,M,25,170,65,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,NA
27911,Bart Deurloo,M,25,170,65,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,NA
27911,Bart Deurloo,M,25,170,65,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,NA
27911,Bart Deurloo,M,25,170,65,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,NA
27911,Bart Deurloo,M,25,170,65,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,NA
27911,Bart Deurloo,M,25,170,65,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,NA
27911,Bart Deurloo,M,25,170,65,Netherlands,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,NA
27912,Daniel Deuer,M,34,190,76,Germany,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
27912,Daniel Deuer,M,34,190,76,Germany,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
27944,Laishram Bombayla Devi,F,31,164,60,India,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
27944,Laishram Bombayla Devi,F,31,164,60,India,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,NA
28005,Timofey Aleksandrovich Deynichenko,M,29,186,98,Belarus,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",NA
28015,Tatjana ekanovi,F,19,167,52,Bosnia and Herzegovina,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",NA
28016,Ana erek,F,17,164,58,Croatia,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,NA
28016,Ana erek,F,17,164,58,Croatia,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,NA
28016,Ana erek,F,17,164,58,Croatia,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,NA
28026,Jeroen D'hoedt,M,26,183,63,Belgium,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
28031,Jolien D'hoore,F,26,176,64,Belgium,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Bronze
28039,Ayyasamy Dharun,M,19,177,64,India,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,NA
28042,Yosra Dhieb,F,20,178,123,Tunisia,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,NA
28048,Dhurgham Ismail Dawoud Al-Quraishi,M,22,178,70,Iraq,2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
28068,Marco Di Costanzo,M,24,184,87,Italy,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
28072,Elisa Di Francisca,F,33,177,65,Italy,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Silver
28073,Francesco Di Fulvio,M,22,190,88,Italy,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
28077,Alex Di Giorgio,M,26,185,75,Italy,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
28086,Tania Di Mario,F,37,168,62,Italy,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
28101,Silvia Di Pietro,F,23,165,57,Italy,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,NA
28101,Silvia Di Pietro,F,23,165,57,Italy,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
28120,Mamadou Chrif Dia,M,31,180,70,Mali,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,NA
28143,Sahily Diago Mesa,F,20,169,49,Cuba,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,NA
28171,Emily Jane Diamond,F,25,173,58,Great Britain,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,NA
28171,Emily Jane Diamond,F,25,173,58,Great Britain,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
28176,Kadidiatou Diani,F,21,168,64,France,2016,Summer,Rio de Janeiro,Football,Football Women's Football,NA
28179,Diao Xiao Juan,F,30,170,59,Hong Kong,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,NA
28182,Maimouna Diarra,F,25,198,90,Senegal,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,NA
