id,listing_url,neighbourhood,neighbourhood_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,calculated_host_listings_count,reviews_per_month
3781,https://www.airbnb.com/rooms/3781,East Boston,East Boston,Boston,MA,2128,42.36524121,-71.02936149,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",125.00,0.00,75.00,2,$0.00 ,30,1125,14,7/10/2015,7/2/2018,99,10,10,10,10,10,10,super_strict_30,2,0.36
5506,https://www.airbnb.com/rooms/5506,Roxbury,Roxbury,Boston,MA,2119,42.3298085,-71.09559469,Guest suite,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",145.00,0.00,40.00,1,$0.00 ,3,730,71,3/21/2009,9/3/2018,95,10,10,10,10,9,10,strict_14_with_grace_period,6,0.61
6695,https://www.airbnb.com/rooms/6695,Roxbury,Roxbury,Boston,MA,2119,42.32994061,-71.09350511,Condominium,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",169.00,,70.00,2,$8.00 ,3,730,75,8/6/2009,8/26/2018,96,10,10,10,10,9,9,strict_14_with_grace_period,6,0.68
6976,https://www.airbnb.com/rooms/6976,Roslindale,Roslindale,Boston,MA,2131,42.29243789,-71.13576525,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",65.00,0.00,0.00,1,$20.00 ,3,60,68,7/19/2009,7/31/2018,98,10,9,10,10,9,10,moderate,1,0.61
8789,https://www.airbnb.com/rooms/8789,Beacon Hill,Downtown,Boston,MA,2108,42.35918692,-71.06265111,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Long term stays allowed"",Other}",99.00,1000.00,150.00,1,$0.00 ,14,365,18,8/12/2014,8/27/2018,91,9,9,10,10,10,9,strict_14_with_grace_period,11,0.36
8792,https://www.airbnb.com/rooms/8792,Beacon Hill,Downtown,Boston,MA,2108,42.35849698,-71.06201144,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",Other}",154.00,1000.00,250.00,1,$0.00 ,20,365,24,10/11/2009,8/15/2018,93,10,9,10,10,10,9,strict_14_with_grace_period,11,0.22
9273,https://www.airbnb.com/rooms/9273,East Boston,East Boston,Boston,MA,2128,42.36460804,-71.02902056,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water""}",225.00,,80.00,4,$20.00 ,7,365,14,10/7/2010,10/23/2016,100,10,10,10,10,9,9,super_strict_30,2,0.14
9824,https://www.airbnb.com/rooms/9824,Back Bay,Back Bay,Boston,MA,2115,42.34949627,-71.08595385,Serviced apartment,Entire home/apt,2,1,,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",209.00,,,1,$0.00 ,2,365,22,6/18/2011,6/18/2016,78,8,9,10,9,10,8,super_strict_30,24,0.25
10758,https://www.airbnb.com/rooms/10758,Allston-Brighton,Allston,Boston,MA,2134,42.35344917,-71.13179683,Other,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher""}",115.00,,,1,$0.00 ,1,90,2,10/22/2014,10/3/2015,60,6,5,8,8,8,7,moderate,4,0.04
10807,https://www.airbnb.com/rooms/10807,Allston-Brighton,Allston,Boston,MA,02134-1704,42.35412286,-71.13048573,House,Private room,2,1,1,1,Real Bed,{},80.00,,,1,$0.00 ,1,730,1,10/13/2014,10/13/2014,60,10,4,4,6,8,8,strict_14_with_grace_period,4,0.02
10809,https://www.airbnb.com/rooms/10809,Allston-Brighton,Allston,Boston,MA,2134,42.35478799,-71.13208846,Apartment,Private room,4,0,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Heating}",100.00,,,1,$0.00 ,1,60,14,4/24/2014,8/15/2016,70,7,7,9,9,8,7,flexible,4,0.26
10810,https://www.airbnb.com/rooms/10810,Allston-Brighton,Allston,Boston,MA,2134,42.35335918,-71.13034354,Apartment,Entire home/apt,5,1,2,4,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating}",250.00,,,1,$0.00 ,4,365,0,,,,,,,,,,strict_14_with_grace_period,4,
10811,https://www.airbnb.com/rooms/10811,Back Bay,Back Bay,Boston,MA,2115,42.34972969,-71.08792364,Apartment,Entire home/apt,3,1,0,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}",189.00,,100.00,1,$0.00 ,1,730,5,1/9/2016,4/8/2017,92,10,10,9,9,10,9,strict_14_with_grace_period,7,0.15
10813,https://www.airbnb.com/rooms/10813,Back Bay,Back Bay,Boston,MA,2115,42.34961258,-71.08903822,Apartment,Entire home/apt,3,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}",190.00,500.00,100.00,1,$0.00 ,3,730,1,5/23/2016,5/23/2016,,,,,,,,strict_14_with_grace_period,7,0.04
10986,https://www.airbnb.com/rooms/10986,North End,North End,Boston,MA,2109,42.36351987,-71.05075392,Condominium,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Self check-in"",Lockbox,""Hot water""}",115.00,500.00,145.00,1,$0.00 ,5,730,2,5/23/2016,5/23/2016,,,,,,,,strict_14_with_grace_period,7,0.07
12356,https://www.airbnb.com/rooms/12356,,Beacon Hill,Boston,MA,2108,42.35898849,-71.06324696,Condominium,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",145.00,1000.00,250.00,1,$0.00 ,14,365,9,11/30/2014,8/13/2016,93,10,10,10,10,10,10,strict_14_with_grace_period,11,0.19
12441,https://www.airbnb.com/rooms/12441,Back Bay,Back Bay,Boston,MA,2116,42.35384159,-71.07268038,Serviced apartment,Entire home/apt,6,3,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",414.00,,,1,$0.00 ,2,1125,42,5/17/2010,9/13/2018,88,8,9,9,9,10,9,super_strict_30,24,0.41
13589,https://www.airbnb.com/rooms/13589,Back Bay,Back Bay,Boston,MA,2116,42.3552632,-71.0727931,Serviced apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",389.00,,,1,$0.00 ,3,1125,61,4/26/2010,9/30/2017,87,9,9,10,9,10,9,super_strict_30,24,0.6
22212,https://www.airbnb.com/rooms/22212,,Back Bay,Boston,MA,2115,42.34995448,-71.08660245,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",285.00,,,1,$0.00 ,2,365,25,3/15/2011,2/8/2017,84,9,9,10,9,10,8,super_strict_30,24,0.27
22354,https://www.airbnb.com/rooms/22354,South End,South End,Boston,MA,2116,42.34495654,-71.07485746,Bed and breakfast,Private room,1,,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Heating,""Smoke detector"",Essentials}",148.00,0.00,21.00,1,$15.00 ,2,90,282,8/7/2016,8/22/2018,89,9,9,9,9,10,9,moderate,4,11
24240,https://www.airbnb.com/rooms/24240,North End,North End,Boston,MA,2109,42.36366048,-71.05023194,Boat,Entire home/apt,5,2,2,3,Real Bed,"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Breakfast,""Smoke detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Stove,""Patio or balcony"",""Host greets you"",Waterfront}",270.00,0.00,0.00,2,$60.00 ,1,30,73,10/16/2010,8/23/2018,96,10,10,10,10,10,10,strict_14_with_grace_period,1,0.76
27546,https://www.airbnb.com/rooms/27546,Dorchester,Dorchester,Dorchester,MA,2122,42.29834949,-71.05910373,House,Private room,4,1,1,2,Real Bed,"{""Cable TV"",Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",55.00,100.00,25.00,1,$15.00 ,1,365,232,5/23/2010,8/27/2018,88,9,9,9,9,8,9,flexible,10,2.29
27611,https://www.airbnb.com/rooms/27611,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31556512,-71.11482701,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Long term stays allowed"",Other}",185.00,200.00,60.00,2,$0.00 ,3,365,15,5/25/2014,9/4/2018,91,9,10,10,10,10,9,strict_14_with_grace_period,1,0.29
28150,https://www.airbnb.com/rooms/28150,Back Bay,Back Bay,Boston,MA,2116,42.35397478,-71.07261174,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",184.00,,,1,$0.00 ,2,120,21,11/1/2011,6/24/2016,81,8,8,9,9,10,8,super_strict_30,24,0.25
29765,https://www.airbnb.com/rooms/29765,Charlestown,Charlestown,Boston,MA,2129,42.37833822,-71.06662682,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed""}",221.00,0.00,25.00,2,$0.00 ,2,21,92,5/24/2010,9/3/2017,99,10,10,10,10,10,10,strict_14_with_grace_period,3,0.91
31796,https://www.airbnb.com/rooms/31796,Dorchester,Dorchester,Dorchester,MA,2122,42.29977341,-71.06047581,House,Private room,4,2.5,1,2,Real Bed,"{Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens""}",43.00,100.00,25.00,1,$15.00 ,1,365,396,6/13/2010,8/25/2018,88,9,9,9,9,9,9,strict_14_with_grace_period,10,3.94
36885,https://www.airbnb.com/rooms/36885,Fenway/Kenmore,Fenway,Boston,MA,2215,42.34633476,-71.08832312,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Smoke detector"",""First aid kit"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",165.00,0.00,100.00,2,$0.00 ,4,90,145,7/19/2010,9/10/2018,97,10,10,10,10,10,9,strict_14_with_grace_period,1,1.46
40601,https://www.airbnb.com/rooms/40601,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31509939,-71.11107897,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",95.00,,,1,$20.00 ,4,180,71,8/27/2010,8/11/2018,99,10,10,10,10,10,10,moderate,1,0.72
44205,https://www.airbnb.com/rooms/44205,Charlestown,Charlestown,Boston,MA,2129,42.37655111,-71.06676906,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}",184.00,0.00,25.00,2,$0.00 ,2,21,79,9/7/2010,4/17/2018,99,10,10,10,10,10,10,strict_14_with_grace_period,3,0.81
45987,https://www.airbnb.com/rooms/45987,,Charlestown,Charlestown,MA,2129,42.37404333,-71.06117667,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo}",100.00,,100.00,1,$50.00 ,3,180,105,8/23/2010,9/6/2018,92,9,9,9,9,10,9,strict_14_with_grace_period,1,1.07
47521,https://www.airbnb.com/rooms/47521,Dorchester,Dorchester,Dorchester,MA,2122,42.29771972,-71.05924046,House,Private room,4,1.5,1,3,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Extra pillows and blankets""}",50.00,100.00,25.00,1,$15.00 ,1,365,313,9/8/2010,8/29/2018,89,9,9,9,9,8,9,strict_14_with_grace_period,10,3.21
47722,https://www.airbnb.com/rooms/47722,Back Bay,Back Bay,Boston,MA,2116,42.34599132,-71.07985901,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Gym,Breakfast,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",479.00,,,1,$0.00 ,2,365,0,,,,,,,,,,super_strict_30,24,
47725,https://www.airbnb.com/rooms/47725,Back Bay,Back Bay,Boston,MA,2116,42.34594764,-71.08194282,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",279.00,,,1,$0.00 ,2,730,0,,,,,,,,,,super_strict_30,24,
50032,https://www.airbnb.com/rooms/50032,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31591116,-71.11275691,Apartment,Entire home/apt,12,2,4,5,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Washer / Dryer"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer}",700.00,500.00,150.00,1,$0.00 ,3,365,18,12/22/2011,12/9/2017,96,9,9,9,9,10,9,strict_14_with_grace_period,2,0.22
54487,https://www.airbnb.com/rooms/54487,Fenway/Kenmore,Fenway,Boston,MA,2215,42.3434712,-71.10038331,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",219.00,,150.00,1,$0.00 ,4,365,1,10/16/2010,10/16/2010,100,,,,,,,super_strict_30,24,0.01
57156,https://www.airbnb.com/rooms/57156,Dorchester,Dorchester,Boston,MA,2125,42.31004204,-71.0494183,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Well-lit path to entrance"",""Step-free access""}",105.00,,,1,$0.00 ,5,90,42,4/12/2011,9/3/2018,94,9,9,10,10,10,9,moderate,1,0.46
60029,https://www.airbnb.com/rooms/60029,Roxbury,Roxbury,Boston,MA,2119,42.32584185,-71.0892685,House,Private room,1,1,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}",70.00,0.00,0.00,1,$30.00 ,2,30,128,1/1/2011,9/1/2018,95,9,9,10,10,8,9,strict_14_with_grace_period,5,1.36
60356,https://www.airbnb.com/rooms/60356,Beacon Hill,Downtown,Boston,MA,2108,42.35711748,-71.06179966,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}",175.00,1000.00,250.00,1,$0.00 ,7,30,13,11/10/2013,8/13/2018,95,10,9,10,10,10,9,strict_14_with_grace_period,11,0.22
66288,https://www.airbnb.com/rooms/66288,,Mission Hill,Boston,MA,2120,42.33215158,-71.10674178,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Breakfast,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water""}",79.00,,,1,$0.00 ,1,60,590,1/15/2011,8/28/2018,79,8,7,9,9,9,8,moderate,3,6.32
67774,https://www.airbnb.com/rooms/67774,Beacon Hill,Beacon Hill,Boston,MA,2108,42.35866925,-71.06331527,Condominium,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}",110.00,1000.00,250.00,1,$0.00 ,14,90,40,11/16/2012,8/31/2018,97,10,9,10,10,10,10,strict_14_with_grace_period,11,0.56
69369,https://www.airbnb.com/rooms/69369,Roxbury,Roxbury,Boston,MA,2119,42.32614221,-71.08840448,House,Private room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",78.00,0.00,0.00,1,$20.00 ,2,30,98,5/23/2011,9/3/2018,96,9,9,10,10,8,9,strict_14_with_grace_period,5,1.1
77681,https://www.airbnb.com/rooms/77681,Charlestown,Charlestown,Boston,MA,2129,42.37853325,-71.06176887,Bed and breakfast,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer}",140.00,,,1,$0.00 ,2,730,34,9/19/2011,8/27/2018,85,9,9,9,9,9,9,strict_14_with_grace_period,2,0.4
