id,listing_url,neighbourhood,neighbourhood_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,calculated_host_listings_count,reviews_per_month
17333101,https://www.airbnb.com/rooms/17333101,East Boston,East Boston,Boston,MA,2128,42.3654897,-71.03009122,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Other}",60.00,250.00,30.00,2,$20.00 ,1,1125,116,3/18/2017,8/27/2018,96,10,10,10,10,9,9,moderate,5,6.37
17333246,https://www.airbnb.com/rooms/17333246,Beacon Hill,Downtown,Boston,MA,2108,42.35881172,-71.0625966,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Hot water"",""Long term stays allowed"",""Host greets you""}",185.00,200.00,50.00,1,$15.00 ,2,1125,45,3/13/2017,9/7/2018,92,9,9,9,9,10,9,strict_14_with_grace_period,12,2.45
17359335,https://www.airbnb.com/rooms/17359335,East Boston,East Boston,Boston,MA,2128,42.36710508,-71.03022863,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Other}",60.00,250.00,30.00,2,$20.00 ,1,1125,168,2/22/2017,8/29/2018,96,10,10,10,10,9,9,moderate,5,8.84
17359540,https://www.airbnb.com/rooms/17359540,East Boston,East Boston,Boston,MA,2128,42.36566869,-71.03126432,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Other}",90.00,250.00,30.00,2,$20.00 ,1,1125,161,2/25/2017,8/30/2018,95,10,10,10,10,9,10,moderate,5,8.52
17365333,https://www.airbnb.com/rooms/17365333,East Boston,East Boston,Boston,MA,2128,42.3662137,-71.03608899,House,Private room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Bathtub,""Hot water"",""Host greets you""}",59.00,,,1,$0.00 ,3,30,81,3/11/2017,8/20/2018,98,10,10,10,10,10,10,moderate,2,4.39
17367804,https://www.airbnb.com/rooms/17367804,Allston-Brighton,Allston,Boston,MA,2134,42.3527537,-71.13322831,Apartment,Private room,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",50.00,,15.00,1,$25.00 ,7,1125,3,5/5/2017,8/26/2017,80,9,7,8,9,9,7,flexible,20,0.18
17380802,https://www.airbnb.com/rooms/17380802,Beacon Hill,Beacon Hill,Boston,MA,2108,42.35958874,-71.06328343,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}",160.00,200.00,50.00,1,$15.00 ,2,1125,52,4/7/2017,9/1/2018,90,10,9,9,9,10,9,strict_14_with_grace_period,12,2.97
17382859,https://www.airbnb.com/rooms/17382859,Roslindale,Roslindale,Boston,MA,2131,42.28237033,-71.12809853,Townhouse,Entire home/apt,16,2,5,11,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens""}",200.00,500.00,150.00,1,$25.00 ,1,1124,48,3/13/2017,9/6/2018,93,9,10,10,10,9,9,strict_14_with_grace_period,5,2.61
17387160,https://www.airbnb.com/rooms/17387160,East Boston,East Boston,Boston,MA,2128,42.36698554,-71.03505504,Condominium,Entire home/apt,3,1,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens""}",200.00,,50.00,1,$0.00 ,1,1125,25,7/16/2017,9/10/2018,98,10,10,10,10,10,10,strict_14_with_grace_period,1,1.76
17399127,https://www.airbnb.com/rooms/17399127,Allston-Brighton,Brighton,Boston,MA,2135,42.35583369,-71.15832013,House,Private room,2,3,1,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water""}",41.00,,30.00,1,$15.00 ,1,1125,51,2/28/2017,8/28/2018,96,10,10,10,10,9,10,moderate,3,2.71
17399272,https://www.airbnb.com/rooms/17399272,West End,West End,Boston,MA,2114,42.36527465,-71.06775579,Other,Entire home/apt,5,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",312.00,,100.00,1,$0.00 ,7,1125,0,,,,,,,,,,moderate,137,
17401983,https://www.airbnb.com/rooms/17401983,Fenway/Kenmore,Fenway,Boston,MA,2215,42.34350183,-71.09739494,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,Elevator,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",229.00,,100.00,1,$0.00 ,3,1125,2,3/19/2017,4/9/2017,100,10,10,10,8,10,9,strict_14_with_grace_period,147,0.11
17403869,https://www.airbnb.com/rooms/17403869,Fenway/Kenmore,Fenway,Boston,MA,2215,42.34550956,-71.09949416,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,Elevator,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",239.00,,100.00,1,$0.00 ,3,1125,0,,,,,,,,,,strict_14_with_grace_period,147,
17404477,https://www.airbnb.com/rooms/17404477,North End,North End,Boston,MA,2113,42.3658544,-71.05488644,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",149.00,0.00,120.00,1,$0.00 ,3,1125,101,2/24/2017,9/2/2018,94,10,9,10,10,10,9,strict_14_with_grace_period,42,5.33
17405146,https://www.airbnb.com/rooms/17405146,North End,North End,Boston,MA,2113,42.36559198,-71.05468038,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",149.00,0.00,120.00,1,$0.00 ,3,1125,61,3/4/2017,9/3/2018,93,9,9,10,10,10,9,strict_14_with_grace_period,42,3.27
17405305,https://www.airbnb.com/rooms/17405305,North End,North End,Boston,MA,2113,42.36707617,-71.05759856,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",149.00,0.00,120.00,1,$0.00 ,3,1125,69,3/5/2017,9/6/2018,96,10,10,10,10,10,10,strict_14_with_grace_period,42,3.7
17405389,https://www.airbnb.com/rooms/17405389,North End,North End,Boston,MA,2113,42.36640423,-71.05493229,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",149.00,0.00,120.00,1,$0.00 ,3,1125,73,3/7/2017,8/31/2018,91,9,9,10,10,10,9,strict_14_with_grace_period,42,3.93
17436077,https://www.airbnb.com/rooms/17436077,South Boston,South Boston,Boston,MA,2127,42.33425865,-71.04877853,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Stair gates"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Well-lit path to entrance""}",500.00,500.00,,1,$0.00 ,2,1125,20,4/17/2017,8/26/2018,98,10,10,10,10,10,10,strict_14_with_grace_period,1,1.16
17448181,https://www.airbnb.com/rooms/17448181,East Boston,East Boston,Boston,MA,2128,42.37630478,-71.03269103,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",149.00,,45.00,1,$0.00 ,1,60,67,3/12/2017,8/26/2018,100,10,10,10,10,10,10,strict_14_with_grace_period,1,3.64
17451062,https://www.airbnb.com/rooms/17451062,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31482487,-71.1029687,Apartment,Entire home/apt,6,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}",147.00,200.00,100.00,4,$25.00 ,2,90,105,3/6/2017,9/8/2018,98,10,10,10,10,10,10,moderate,4,5.65
17461256,https://www.airbnb.com/rooms/17461256,Charlestown,Charlestown,Charlestown,MA,2129,42.38128812,-71.06627292,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace""}",300.00,,,1,$0.00 ,3,7,0,,,,,,,,,,flexible,1,
17463797,https://www.airbnb.com/rooms/17463797,Dorchester,Dorchester,Boston,MA,2125,42.32613433,-71.05852185,Apartment,Private room,1,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",110.00,,85.00,1,$0.00 ,1,1125,0,,,,,,,,,,moderate,9,
17471070,https://www.airbnb.com/rooms/17471070,Roslindale,Roslindale,Boston,MA,2131,42.29222618,-71.12961881,House,Entire home/apt,4,1.5,3,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",100.00,,,1,$0.00 ,1,1125,0,,,,,,,,,,flexible,1,
17472272,https://www.airbnb.com/rooms/17472272,West Roxbury,West Roxbury,Boston,MA,2132,42.29103386,-71.14199481,House,Entire home/apt,14,3,6,6,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",Other}",900.00,750.00,150.00,12,$0.00 ,4,14,2,4/17/2018,5/29/2018,100,10,10,10,10,10,10,strict_14_with_grace_period,3,0.4
17476391,https://www.airbnb.com/rooms/17476391,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.32483038,-71.10745744,House,Private room,2,1,0,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",63.00,0.00,25.00,1,$7.00 ,1,1,26,9/30/2017,8/22/2018,93,9,9,10,10,9,9,strict_14_with_grace_period,1,2.23
17477782,https://www.airbnb.com/rooms/17477782,Charlestown,Charlestown,Boston,MA,2129,42.37519635,-71.06306626,Apartment,Private room,1,1,1,1,Real Bed,"{""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Host greets you""}",80.00,0.00,25.00,1,$0.00 ,1,7,28,3/12/2017,4/16/2018,95,10,10,10,10,10,9,flexible,1,1.52
17496201,https://www.airbnb.com/rooms/17496201,Downtown Crossing,Downtown,Boston,MA,2111,42.35565614,-71.06165136,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",133.00,500.00,105.00,1,$0.00 ,2,1125,5,4/30/2017,4/10/2018,85,10,9,10,9,10,9,strict_14_with_grace_period,32,0.3
17508585,https://www.airbnb.com/rooms/17508585,South Boston,South Boston,Boston,MA,2127,42.33479391,-71.04349574,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",132.00,500.00,105.00,1,$0.00 ,30,365,1,9/3/2017,9/3/2017,80,10,10,10,8,10,8,strict_14_with_grace_period,32,0.08
17509246,https://www.airbnb.com/rooms/17509246,North End,North End,Boston,MA,2113,42.36531358,-71.05574594,Apartment,Entire home/apt,12,2,4,8,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",199.00,0.00,150.00,1,$0.00 ,3,1125,63,3/13/2017,9/10/2018,93,9,9,10,10,10,9,strict_14_with_grace_period,42,3.43
17510567,https://www.airbnb.com/rooms/17510567,North End,North End,Boston,MA,2113,42.36688981,-71.05688629,Apartment,Entire home/apt,12,2,4,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",199.00,0.00,150.00,1,$0.00 ,3,1125,64,3/12/2017,9/7/2018,94,10,9,10,10,10,9,strict_14_with_grace_period,42,3.48
17510784,https://www.airbnb.com/rooms/17510784,North End,North End,Boston,MA,2113,42.36548055,-71.05630833,Condominium,Entire home/apt,12,2,4,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",199.00,0.00,150.00,1,$0.00 ,3,1125,78,3/12/2017,9/10/2018,95,10,10,10,10,10,9,strict_14_with_grace_period,42,4.24
17510868,https://www.airbnb.com/rooms/17510868,North End,North End,Boston,MA,2113,42.36441751,-71.05605924,House,Entire home/apt,12,2,4,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",199.00,0.00,150.00,1,$0.00 ,3,1125,67,3/12/2017,9/7/2018,98,10,10,10,10,10,10,strict_14_with_grace_period,42,3.64
17523133,https://www.airbnb.com/rooms/17523133,Dorchester,Dorchester,Boston,MA,2124,42.2855363,-71.06250288,House,Private room,2,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Host greets you""}",85.00,,10.00,1,$0.00 ,1,10,68,3/13/2017,9/12/2018,99,10,10,10,10,10,10,moderate,1,3.7
17523630,https://www.airbnb.com/rooms/17523630,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31145156,-71.11938036,Guest suite,Entire home/apt,4,1,1,3,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Stair gates"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}",155.00,300.00,50.00,2,$20.00 ,1,30,82,3/16/2017,9/12/2018,100,10,10,10,10,10,10,moderate,1,4.49
17524373,https://www.airbnb.com/rooms/17524373,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.29244495,-71.11719962,Apartment,Entire home/apt,4,1,2,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Hot water"",Other}",183.00,250.00,45.00,4,$0.00 ,2,1125,19,3/4/2017,9/5/2018,92,10,10,10,10,9,9,strict_14_with_grace_period,2,1.02
17526985,https://www.airbnb.com/rooms/17526985,Back Bay,Back Bay,Boston,MA,2215,42.34836778,-71.09046621,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",100.00,200.00,60.00,4,$50.00 ,1,1124,65,3/12/2017,8/15/2018,87,9,9,9,10,10,8,strict_14_with_grace_period,43,3.53
17528529,https://www.airbnb.com/rooms/17528529,Allston-Brighton,Brighton,Boston,MA,2135,42.35927498,-71.14013664,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Well-lit path to entrance"",""Paid parking on premises""}",60.00,0.00,40.00,1,$15.00 ,2,90,31,6/5/2017,8/24/2018,97,10,10,10,10,9,10,strict_14_with_grace_period,39,1.99
17528696,https://www.airbnb.com/rooms/17528696,,Charlestown,Boston,MA,2129,42.37600102,-71.05001526,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Gym,Dog(s),Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware""}",105.00,0.00,49.00,2,$0.00 ,2,1125,34,3/19/2017,7/15/2018,97,10,10,10,10,10,10,moderate,1,1.87
