id,name,property_type,room_type,accommodates,bathrooms,bedrooms,price,extra_people,minimum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,price_gt_500
4873463,"Cozy Pied-a-Terre, the Heart of DC",Apartment,Entire home/apt,3,1,0,95,10,2,29,94,flexible,1.01,FALSE
16736650,"Large, welcoming studio in a central location",Apartment,Entire home/apt,2,1,0,200,0,1,2,90,flexible,0.55,FALSE
14999877,Newly Renovated Apartment in the Heart of DC,Apartment,Entire home/apt,2,1,1,100,0,27,0,NA,moderate,NA,FALSE
5955860,Spacious Dupont Circle Condo,Apartment,Entire home/apt,3,1,1,129,50,2,79,85,flexible,3.13,FALSE
15655208,Luxury historic rowhouse; Adams Morgan/Dupont/UStr,Townhouse,Entire home/apt,4,2.5,2,500,0,2,1,100,strict,1,FALSE
4022565,"Dupont, Adams Morgan, U Townhouse 3",Apartment,Private room,2,2.5,1,110,15,6,7,97,strict,0.23,FALSE
15968425,"Cozy 1-BR Apartment in Dupont, Walk Score of 98",Apartment,Entire home/apt,3,1,1,225,20,3,3,100,flexible,0.82,FALSE
1301700,DuPont/Logan Circle Studio,Apartment,Entire home/apt,2,1,1,79,0,3,4,89,flexible,0.09,FALSE
646183,2 Bed - Dupont/Adams Morgan/U St,Apartment,Entire home/apt,4,1,2,172,0,1,24,88,flexible,0.48,FALSE
14769106,Spacious & Sunny 1BR Apt @Dupont Circle with view!,Apartment,Private room,2,1,1,110,10,1,4,100,moderate,0.67,FALSE
16669509,15th Street Luxury Loft with parking,Apartment,Entire home/apt,4,2,2,1700,0,2,0,NA,flexible,NA,TRUE
18373434,A local's paradise,Apartment,Entire home/apt,3,1,1,110,0,1,0,NA,flexible,NA,FALSE
16243414,Hip Studio in Dupont Circle/U Street,Apartment,Entire home/apt,2,1,0,110,0,2,23,99,strict,5.66,FALSE
15784674,Dupont Circle Open Loft,Loft,Entire home/apt,2,1,0,115,0,3,3,100,flexible,1.41,FALSE
4218583,"Dupont, Adams Morgan U Townhouse 2",House,Private room,2,2.5,1,99,20,7,6,97,moderate,0.2,FALSE
13098667,"Sunny, Comfortable Studio in Ideal Location",Apartment,Entire home/apt,2,1,0,95,0,2,5,88,flexible,0.43,FALSE
16244345,"1 bedroom in beautiful apartment, great location!",Apartment,Private room,2,1,1,50,0,20,1,100,flexible,0.19,FALSE
5560185,Dupont West 3: Charming Studio,Townhouse,Entire home/apt,2,1,0,150,0,2,129,99,moderate,5.06,FALSE
5560149,Bright apartment in Dupont Circle,Apartment,Entire home/apt,2,1,1,150,15,1,19,96,moderate,0.95,FALSE
15554376,Extraordinary Dupont Circle Suite,Townhouse,Private room,3,1,2,95,50,3,11,95,strict,1.84,FALSE
12932894,Great 1 br apt in perfect location,Apartment,Entire home/apt,3,1,1,150,0,1,4,100,moderate,0.35,FALSE
16602888,Cute 2 BR 2.5 BA in the heart of it all!,Condominium,Entire home/apt,4,2.5,2,800,0,2,0,NA,flexible,NA,TRUE
16604304,2-BR/1-BA duplex in Dupont Circle,Apartment,Entire home/apt,5,1,2,300,0,1,0,NA,moderate,NA,FALSE
3329489,Yellow ADMO Row House,House,Private room,2,1,1,128,40,1,0,NA,flexible,NA,FALSE
12833506,U ST- Adams Morgan,Apartment,Entire home/apt,4,1,2,400,0,1,3,87,moderate,0.27,FALSE
8704621,Beautiful DuPont Circle Studio #714,Apartment,Entire home/apt,2,1,0,135,25,1,122,98,strict,6.33,FALSE
16437901,Spacious and Convenient Dupont studio,Apartment,Entire home/apt,3,1,0,120,0,2,3,100,strict,0.78,FALSE
16405079,DC Proper - The Lincoln Room,House,Private room,2,1,0,135,0,1,33,92,flexible,7.07,FALSE
17879596,Beautiful room in historic U Street rowhouse,Apartment,Private room,2,1.5,1,65,0,1,5,100,moderate,3.06,FALSE
4351015,Quiet room near Dupont Circle metro,House,Private room,1,1.5,1,74,0,3,14,89,moderate,0.45,FALSE
10836110,Stylish 1BR steps to 14th / Logan hot spots!,Apartment,Entire home/apt,2,1,1,130,50,3,47,99,moderate,3.19,FALSE
150109,Great apartment in perfect location,Apartment,Entire home/apt,2,1,1,135,20,6,22,98,strict,0.33,FALSE
13748806,"Perfect location in DuPont, D.C.",Apartment,Entire home/apt,4,1,1,275,0,1,0,NA,flexible,NA,FALSE
1198461,"DuPont Place 9 - Metro, kitchenette",Apartment,Entire home/apt,3,1,1,179,5,2,57,94,strict,1.33,FALSE
5294453,Stylish Studio in Dupont Circle,Apartment,Private room,2,1,1,100,30,1,0,NA,flexible,NA,FALSE
1198315,"DuPont Place 6, Metro, kitchenette",Apartment,Entire home/apt,2,1,0,129,0,2,85,92,strict,1.88,FALSE
2808417,"Upscale 1 BR (Dupont, U & 14th St.)",Apartment,Entire home/apt,3,1,1,140,0,2,66,99,strict,1.79,FALSE
17586779,Large Studio in Central Dupont Location,Apartment,Entire home/apt,2,1,0,95,15,1,5,90,flexible,2.78,FALSE
7800582,Dupont #2 Condo. Prime Location,Apartment,Entire home/apt,2,1,1,132,15,3,31,98,strict,3.43,FALSE
16143403,Huge Dupont apartment short walk from White House,Apartment,Entire home/apt,5,1,1,1e3,0,2,0,NA,strict,NA,TRUE
16176174,B - Great room for business traveler - Heart of DC,House,Private room,1,1,1,120,50,1,0,NA,strict,NA,FALSE
16627888,3 storey rowhome in perfect location!,House,Entire home/apt,6,2.5,3,160,0,1,0,NA,flexible,NA,FALSE
10340334,U Street/Dupont/AdamsMo 1BR!,Apartment,Entire home/apt,2,1,1,150,0,2,1,100,flexible,0.09,FALSE
13915106,Modern DuPont Studio #3,Apartment,Entire home/apt,2,1,0,110,0,1,69,96,strict,6.85,FALSE
3429149,Private bedroom in family home.,House,Private room,2,1,1,76,0,1,2,100,flexible,0.92,FALSE
1198049,"DuPont Place 3 - Metro, kitchenette",Apartment,Entire home/apt,2,1,NA,152,0,1,85,91,strict,1.85,FALSE
10635178,Great studio in a great location,Apartment,Entire home/apt,2,1,1,135,0,3,21,99,moderate,1.4,FALSE
18565018,Spacious studio in the heart of DC,Apartment,Entire home/apt,2,1,0,100,0,2,0,NA,moderate,NA,FALSE
7489397,Large 1BR Apartment in Dupont Circle,Apartment,Entire home/apt,4,1,1,126,0,3,4,95,moderate,0.21,FALSE
8967332,Slumber at Swann St ~ Parking!!,Apartment,Entire home/apt,6,2,2,149,10,3,51,96,strict,2.62,FALSE
184144,"Dupont Circle, Stunning Apt",Apartment,Entire home/apt,1,1,1,140,0,20,7,95,moderate,0.1,FALSE
15781557,Studio Steps from Dupont Circle,Condominium,Entire home/apt,2,1,0,85,0,2,4,90,flexible,1.08,FALSE
11851356,EXQUISITE DUPONT CIRCLE TOWNHOUSE CENTRAL DC,House,Entire home/apt,9,3,4,475,50,3,13,100,strict,0.98,FALSE
16600553,Furnished Studio Apt for Rent in Dupont Circle !!!,Apartment,Entire home/apt,1,1,0,100,0,20,1,100,flexible,1,FALSE
4083095,"MODERN COZY APT IN DUPONT CIRCLE ON 18 St, NW",Apartment,Entire home/apt,2,1,1,149,0,3,144,99,strict,4.61,FALSE
11848929,Heart of Dupont: Huge + Convenient,Apartment,Entire home/apt,3,1,1,100,25,2,31,96,moderate,2.24,FALSE
281806,BEST CITY HAS TO OFFER! 3 BEDROOMS!,Apartment,Entire home/apt,9,2,3,260,35,4,6,84,moderate,0.17,FALSE
5098674,"Comfortable DuPont, 2-Bed, Porch, Parking Option",House,Entire home/apt,6,1,2,295,25,3,25,91,strict,0.91,FALSE
2969776,Dupont Circle Apartment,Apartment,Entire home/apt,2,1,1,130,20,5,11,95,moderate,0.3,FALSE
3821677,Dupont Circle - Central & Spacious!,Apartment,Entire home/apt,3,1,1,115,25,2,17,90,flexible,0.52,FALSE
4411488,Great space in Historic Townhouse 5,House,Private room,2,2.5,1,99,15,2,9,84,strict,0.3,FALSE
13683673,Top floor bright studio in Dupont Circle,Apartment,Entire home/apt,2,1,0,275,13,2,4,80,flexible,0.7,FALSE
12733044,Splash of Style ~ Dupont Circle!,Apartment,Entire home/apt,4,1,1,120,20,3,34,96,strict,2.75,FALSE
17188095,Cozy private bedroom in a duplex in Dupont Circle,Boat,Private room,2,1,2,80,10,2,0,NA,flexible,NA,FALSE
17843420,Sunny Studio in Logan Circle,Apartment,Entire home/apt,3,1,0,111,0,1,6,97,moderate,6,FALSE
3785899,Sunny & central Dupont Circle gem!,Apartment,Entire home/apt,4,1,1,110,10,3,15,93,moderate,0.47,FALSE
16237702,Heart of Dupont Townhome 2017,House,Entire home/apt,4,2.5,3,220,0,3,1,80,flexible,0.27,FALSE
10568730,Dupont/U St & 14th/Adams Morgan,Townhouse,Entire home/apt,5,1,2,799,20,3,1,100,strict,0.27,TRUE
7457615,Beautiful 2BR Condo in Dupont,Apartment,Entire home/apt,4,1,2,250,0,1,1,100,flexible,0.05,FALSE
8300302,Sunny 2 Bedroom in Dupont,Apartment,Entire home/apt,4,1,2,150,0,2,2,100,flexible,0.1,FALSE
16828556,"Top floor, bright, airy studio in heart of DC",Apartment,Entire home/apt,4,1,0,150,0,2,2,100,moderate,0.62,FALSE
15027212,Private cozy apartment in Adams Morgan on U Street,Apartment,Entire home/apt,4,1,2,50,0,1,8,98,strict,1,FALSE
16532376,Modern DuPont Condo-New Listing!!!!,Apartment,Entire home/apt,4,1,1,473,0,2,2,100,moderate,0.55,FALSE
16449357,Hosting for the Inauguration / Million Woman March,Apartment,Entire home/apt,2,1,0,350,0,1,0,NA,flexible,NA,FALSE
16794336,"Bright, spacious 1 bedroom - Dupont Circle",Apartment,Entire home/apt,4,1,1,300,25,3,0,NA,moderate,NA,FALSE
6177419,Lux 1 Bedroom Apt in West End w/pool,Apartment,Entire home/apt,3,1,1,246,0,3,1,100,moderate,0.06,FALSE
11911646,U St Dupont Adams Morgan Townhouse4,House,Private room,2,1.5,1,105,20,3,3,100,moderate,0.23,FALSE
16725978,Stunning & Historic DC Row House. Live in Luxury!,House,Entire home/apt,10,2.5,4,799,0,1,8,95,strict,4.44,TRUE
8924942,Modern DuPont Garden Apartment #10,Apartment,Entire home/apt,2,1,1,109,0,1,109,94,strict,5.85,FALSE
4538581,Room in beautiful Dupont apartment,Apartment,Private room,1,2,1,100,0,2,12,95,strict,0.4,FALSE
9057655,Private room for sharing,Bed & Breakfast,Private room,1,1,1,90,0,1,48,96,strict,2.62,FALSE
16236713,Historic U Street Row House,Apartment,Entire home/apt,6,2,2,1e3,0,3,0,NA,strict,NA,TRUE
16335002,2 Bed Penthouse 14th/Logan Circle,House,Entire home/apt,6,2.5,2,2e3,0,3,0,NA,strict,NA,TRUE
7783181,"Artist's Dupont Top Floor 1B, Best Location in DC!",Apartment,Entire home/apt,4,1,1,150,0,1,61,100,strict,3.55,FALSE
2964999,"Dupont, Adams Morgan U Townhouse 1",Apartment,Private room,2,2.5,1,110,15,3,7,91,strict,0.27,FALSE
9486714,Luxury 1 Bedroom Apt. Dupont Circle,Apartment,Entire home/apt,2,1,1,100,0,1,0,NA,flexible,NA,FALSE
16641,Dupont Circle Convenience,Apartment,Entire home/apt,3,1,1,150,35,2,54,94,strict,0.63,FALSE
8503628,Spectacular 3 Bed/2.5 Bath House,House,Entire home/apt,6,2.5,3,599,125,2,46,88,strict,2.45,TRUE
5690765,Dupont Private Room Meridian Manor,House,Private room,2,1,1,99,0,2,3,93,moderate,0.14,FALSE
13973810,Simple and Cozy in DuPont Circle,Apartment,Entire home/apt,2,1,0,125,0,2,19,93,flexible,4.42,FALSE
12410585,Kick-Ass Studio+ in Prime Location!,Apartment,Entire home/apt,2,1,0,98,5,2,3,100,flexible,3,FALSE
6993951,Crafty Nook Apartment,Condominium,Entire home/apt,3,1,0,99,40,2,15,96,flexible,1.7,FALSE
18398973,Logan Circle Gem; Affordability at 14th St!,Apartment,Entire home/apt,3,1,1,141,25,2,1,100,strict,1,FALSE
14104045,Alden's Room in DuPont,Apartment,Private room,1,1,1,50,0,1,2,100,flexible,0.21,FALSE
16037250,"Washington, DC Apartment in the Heart of it All",Apartment,Entire home/apt,4,1.5,1,234,0,2,2,90,strict,0.55,FALSE
15054199,Charming rowhouse in Dupont/West End,Townhouse,Entire home/apt,2,1.5,1,200,0,1,8,100,moderate,1.83,FALSE
6698326,Privacy in historic Dupont rowhouse,Townhouse,Entire home/apt,2,1,1,165,25,5,6,93,strict,0.26,FALSE
16844228,Rooftop Views of Capital and Washington Monument,Apartment,Entire home/apt,3,1,0,333,0,2,0,NA,flexible,NA,FALSE
13841654,Marriott Washington DC Luxury suite sleeps 4,Condominium,Entire home/apt,4,1,0,220,0,1,2,100,moderate,0.55,FALSE
15938793,Bright studio near Dupont,Apartment,Entire home/apt,2,1,0,109,0,3,5,95,flexible,1.15,FALSE
15219892,Top Floor Bohemian Artist Retreat,Apartment,Entire home/apt,4,1,1,120,0,2,6,93,strict,0.9,FALSE
14630055,Neighborhood Studio In Heart Of Dupont,Apartment,Entire home/apt,3,1,0,110,0,1,42,94,strict,5.32,FALSE
9020889,Spacious 1 bedroom in Dupont Circle,Apartment,Entire home/apt,2,1,1,120,0,2,2,90,flexible,0.11,FALSE
14236814,"Corner studio, close to everything",Apartment,Entire home/apt,3,1,1,800,0,1,0,NA,flexible,NA,TRUE
12794560,NA,Apartment,Private room,1,0.5,1,45,0,1,0,NA,flexible,NA,FALSE
13777395,"Luxury 2 Bedroom Apt, Private Room",Apartment,Private room,2,1,1,135,35,1,5,100,moderate,0.54,FALSE
10435035,Lovely Apt in Dupont/West End,Apartment,Private room,2,1,1,100,0,1,0,NA,flexible,NA,FALSE
6763366,Junior One Bedroom in DuPont Circle,Apartment,Entire home/apt,3,1,1,96,30,3,10,96,moderate,0.44,FALSE
2694647,Sundrenched 1BR Dupont Circle,Apartment,Entire home/apt,4,1,1,135,55,1,102,95,strict,3.07,FALSE
2274224,Cute  studio blocks to white house,Dorm,Entire home/apt,4,1,1,103,5,2,50,90,strict,3.24,FALSE
1716922,Luxury Apartment in Downtown,Apartment,Entire home/apt,4,1,1,175,25,1,300,93,moderate,6.85,FALSE
12530488,1BR in the center of DC,Apartment,Entire home/apt,2,1,1,180,0,1,7,100,flexible,0.55,FALSE
1716843,"Newly Renovated Apt, centre of DC",Apartment,Entire home/apt,4,1,1,175,25,1,311,92,moderate,7.07,FALSE
801699,Hip Luxury Loft - near Conv. Center,Apartment,Entire home/apt,2,1,1,285,30,2,24,98,strict,0.51,FALSE
16268194,Large Modern DuPont Pad - Perfect for Inaguration,Apartment,Entire home/apt,4,1,1,550,50,2,0,NA,strict,NA,TRUE
11284214,Artful Dupont Dwelling w/ Metro Access & WholeFood,Apartment,Entire home/apt,4,1,1,165,15,2,37,94,strict,2.58,FALSE
10107717,Designer Apt in Historic Dupont,Apartment,Entire home/apt,2,1,1,249,0,3,18,99,flexible,1.09,FALSE
16133467,Charming Apartment in Heart of DC,Apartment,Entire home/apt,4,1,2,215,50,1,3,87,strict,0.82,FALSE
15641937,Classy Georgetown Master Bedroom,Townhouse,Private room,1,1,1,75,15,1,6,72,moderate,0.98,FALSE
1977530,Cozy & charmed in AMAZING location!,Apartment,Entire home/apt,3,1,1,89,10,2,129,83,moderate,3.11,FALSE
4469244,Dupont Circle Elegance,House,Private room,4,1,1,185,50,1,2,90,strict,0.09,FALSE
7942513,Near metro. Near night life. 1 BR.,Apartment,Entire home/apt,2,1,2,99,0,1,0,NA,flexible,NA,FALSE
16718716,"Luxury 2 BR Apartment in Washington, DC",Apartment,Entire home/apt,5,1,2,750,250,1,1,100,flexible,0.27,TRUE
16427840,"Charming studio, best neighborhood in DC",Apartment,Entire home/apt,4,1,0,550,0,1,0,NA,flexible,NA,TRUE
15870714,2BR Modern Apt Walking Distance from the Mall,Apartment,Entire home/apt,6,2,2,1e3,0,3,0,NA,strict,NA,TRUE
1878529,Heart of Dupont Beautiful Studio,House,Entire home/apt,3,1,0,155,15,1,80,98,strict,3.18,FALSE
13545005,Sharing a Cozy Condo in a beautiful neighborhood,Apartment,Shared room,1,1,1,45,0,1,59,91,strict,6.02,FALSE
2436595,Dupont Studio - 2 blocks from the Metro,Apartment,Entire home/apt,2,1,0,165,0,3,14,94,strict,0.36,FALSE
13413787,Lovely 2 Bedroom Apartment in the Heart of Dupont,Apartment,Entire home/apt,6,1,2,349,25,1,46,97,moderate,5.13,FALSE
16756108,Basement homestay in sweet location.,House,Private room,4,1,2,125,0,2,1,100,flexible,0.28,FALSE
11315134,Discover DC from Dupont Circle,Apartment,Entire home/apt,2,1,0,77,10,3,5,96,moderate,0.48,FALSE
10921785,"Chic designer-rustic, 14th & U Neighborhood, Metro",Townhouse,Private room,2,1,1,90,30,1,78,98,flexible,7.13,FALSE
12166924,#1 - Apt for business travel - Dupont/U Street!,Apartment,Private room,1,1,1,130,0,1,15,97,strict,1.22,FALSE
14789510,Spacious Private Bedroom Available,Condominium,Private room,2,1,1,109,0,2,12,97,moderate,1.52,FALSE
7939196,Charming Basement Suite in Dupont!,House,Private room,1,1,1,177,13,3,10,92,strict,0.53,FALSE
238669,Dupont 1BD in best DC location!,Apartment,Entire home/apt,2,1,1,179,0,2,81,95,moderate,1.2,FALSE
14788837,Private Cozy Room on DuPont,House,Private room,2,1,1,55,10,5,0,NA,moderate,NA,FALSE
13215892,DuPont Circle Studio,Apartment,Entire home/apt,3,1,1,550,0,1,0,NA,strict,NA,TRUE
8701300,"Unparalleled view, private balcony!",Apartment,Entire home/apt,2,1,0,110,0,1,7,97,flexible,0.37,FALSE
16674846,Inauguration apartment in the heart of Dupont!,Apartment,Entire home/apt,2,1,1,800,0,3,0,NA,strict,NA,TRUE
17701565,STUNNING in DUPONT! Parking Included!,Apartment,Entire home/apt,4,2,2,250,0,2,4,100,moderate,2.55,FALSE
10626658,5 Beds + Patio in the Center of DC - Dupont Circle,Townhouse,Entire home/apt,7,1,2,185,10,1,107,96,strict,6.7,FALSE
14589185,Perfect 1 bedroom home in VERY central DC,House,Entire home/apt,2,1.5,1,200,0,7,0,NA,flexible,NA,FALSE
17964221,Dupont Private Cozy Suite/Huge Roof Deck-Pics Soon,House,Private room,4,1,1,99,15,1,0,NA,strict,NA,FALSE
6038468,1B/1B Dupont Apt w/private entrance,Apartment,Entire home/apt,2,1,1,150,0,1,62,94,moderate,2.53,FALSE
9970635,Corner 1-br in Classic Dupont Bldg,Apartment,Entire home/apt,3,1,1,135,0,2,13,98,flexible,0.78,FALSE
9413337,Sunny 1 Bedroom - Dupont Circle,Apartment,Entire home/apt,3,1,1,114,36,2,2,80,strict,0.15,FALSE
2761388,Dupont's Best 1 BR Apt - Walk to Dupont Metro!,Apartment,Entire home/apt,2,1,1,143,0,2,122,97,strict,3.26,FALSE
16456318,Excellent apartment in Adams Morgan/Dupont,Apartment,Private room,6,1,2,700,0,1,0,NA,flexible,NA,TRUE
3580823,U Street Corridor NY-style apt,Apartment,Entire home/apt,3,1,1,150,0,5,2,90,moderate,0.06,FALSE
2989576,2BR apartment in great neighborhood in Dupont.,Apartment,Entire home/apt,4,1.5,2,300,15,3,1,100,moderate,0.27,FALSE
17964535,Dupont Deluxe Suite/Huge Roof Deck - Pics Soon!,House,Private room,4,1,1,99,20,1,0,NA,strict,NA,FALSE
5959565,Entire Dupont Circle Condo Unit,Apartment,Entire home/apt,3,1,1,129,50,3,65,89,flexible,2.58,FALSE
12294337,Dupont Circle Studio 1blk Metro,Apartment,Entire home/apt,2,1,0,140,0,180,4,100,moderate,0.31,FALSE
8165340,Dupont  U Street great modern studio LOCATION,Condominium,Entire home/apt,2,1,0,145,45,2,3,87,strict,0.44,FALSE
3577680,Brand new apartment Dupont Circle,Apartment,Entire home/apt,2,1,1,142,0,1,237,98,strict,7.09,FALSE
3907276,Quiet Block In the Middle of It All,Apartment,Entire home/apt,3,1,1,238,0,5,11,96,strict,0.36,FALSE
16685950,Bright and Beautiful Pad,Apartment,Entire home/apt,2,1,0,150,0,1,22,98,strict,6.41,FALSE
12293500,Charming Apartment in Dupont Circle,Apartment,Entire home/apt,4,1,1,195,50,3,4,95,flexible,0.31,FALSE
16651584,"Cozy, functional 1 bedroom in Logan Circle.",Apartment,Entire home/apt,3,1,1,100,0,1,0,NA,flexible,NA,FALSE
16618281,Accessible Studio in Dupont,Apartment,Entire home/apt,2,1,0,700,0,1,0,NA,flexible,NA,TRUE
16454408,DC Proper The Moroccan Room,House,Private room,2,1,1,125,0,1,27,91,strict,5.96,FALSE
6033550,Penthouse apartment in Dupont Circle,Apartment,Entire home/apt,6,2,2,150,100,4,0,NA,moderate,NA,FALSE
16289847,Best Joint right in the Heart of Dupont Circle,Apartment,Private room,3,1,1,95,15,2,15,98,flexible,2.92,FALSE
8884275,Cozy but comfortable Dupont studio,Apartment,Private room,2,1,1,85,0,3,5,100,strict,0.27,FALSE
15483564,Spacious English Basement near Popular Sights,Condominium,Entire home/apt,4,2,1,127,0,2,1,100,moderate,1,FALSE
16395596,Cozy Private 1-Bedroom near White House,Apartment,Private room,2,1.5,2,350,0,2,1,NA,moderate,0.24,FALSE
12488042,Private 1B/1B in Modern Duplex Loft,Loft,Private room,1,1,1,94,0,2,0,NA,flexible,NA,FALSE
953599,Dupont Circle One Bedroom Apartment,Apartment,Entire home/apt,2,1,1,160,0,1,23,97,flexible,0.48,FALSE
15109337,Cozy Shared Dupont Studio,Apartment,Shared room,2,1,1,43,25,1,5,100,flexible,0.75,FALSE
8719435,1757 Church,Apartment,Entire home/apt,2,1,1,115,0,1,18,100,flexible,0.94,FALSE
13904995,Tall and Airy Dupont Circle Apt for 6,Apartment,Entire home/apt,6,1,1,300,5,3,35,91,strict,3.6,FALSE
16320863,Beautiful luxury 1BR on Dupont Circle,Apartment,Entire home/apt,3,1,1,259,0,3,2,90,moderate,0.55,FALSE
2263350,DuPont Escape,Apartment,Entire home/apt,2,1,1,149,0,3,50,93,strict,1.36,FALSE
16748395,INAUGURATION (great location) 2 bedroom apartment,Apartment,Entire home/apt,4,2,2,425,0,2,0,NA,flexible,NA,FALSE
16748305,Extra-large 1 BR w/ private deck + big living room,Apartment,Entire home/apt,2,1,1,850,200,2,0,NA,moderate,NA,TRUE
17436192,Junior one-bedroom in luxurious Dupont building,Apartment,Entire home/apt,2,1,1,150,0,1,0,NA,flexible,NA,FALSE
11374008,Charming one bedroom- Dupont Circle,Apartment,Entire home/apt,4,1,1,150,15,3,7,94,moderate,0.56,FALSE
4622571,"Location, Location, and Lovely!",Apartment,Entire home/apt,2,1,0,135,0,7,7,100,strict,0.26,FALSE
16615650,Sofa Bed. Comfortable and relaxing,House,Private room,2,1.5,0,101,50,1,1,60,strict,0.65,FALSE
16582856,Spacious Studio Apartment in Dupont Circle,Apartment,Entire home/apt,2,1,1,150,20,1,7,90,moderate,2.96,FALSE
16778681,Apartment for Inauguration. Beautiful Location.,Apartment,Entire home/apt,1,1,0,300,0,5,0,NA,flexible,NA,FALSE
6325652,Spacious/Light Apt right on Dupont!,Apartment,Entire home/apt,2,1,0,150,0,3,3,100,strict,0.13,FALSE
7898386,Logan Circle Retreat--FEMALE GUESTS,Apartment,Private room,1,1.5,1,75,0,2,51,94,strict,2.54,FALSE
296196,Charming Dupont English Basement,Apartment,Entire home/apt,4,1,1,149,0,3,32,98,moderate,0.5,FALSE
4359352,Dupont Circle penthouse loft,Loft,Entire home/apt,2,1,1,99,0,1,19,98,flexible,0.62,FALSE
16780148,Stay Close to the White House Inauguration Weekend,Apartment,Entire home/apt,4,1,0,300,0,3,0,NA,flexible,NA,FALSE
14707833,Spacious 2BD/2BA Dupont Circle,Apartment,Entire home/apt,4,2,2,175,50,2,32,96,moderate,4.03,FALSE
17072434,Modern Open Living Space in Logan Circle,Apartment,Shared room,2,1,1,40,0,2,13,75,flexible,4.38,FALSE
5570591,Dupont South Garden Loft Room,House,Private room,2,1,1,90,0,1,50,91,strict,2.22,FALSE
16395297,U Street Room Near Whitehouse,Apartment,Private room,2,1,1,300,50,1,0,NA,flexible,NA,FALSE
9405976,Artists Townhouse with Parking!,House,Entire home/apt,7,2,2,295,25,3,93,98,strict,4.21,FALSE
17303613,U Street Condo - Experience the Best of NW DC,Condominium,Entire home/apt,2,1,0,120,0,2,8,95,moderate,4.53,FALSE
2295809,Chic 1B in the Heart of the City,Apartment,Entire home/apt,2,1,1,100,0,2,48,97,flexible,1.39,FALSE
15008073,Close to it all! Beautiful Views from your room!,Condominium,Entire home/apt,2,1,1,100,0,2,38,99,strict,4.85,FALSE
7636860,Large room in Historic Dupont house,House,Private room,2,1,1,65,0,7,1,100,strict,0.05,FALSE
16122617,Right in the Middle of it All!,Apartment,Entire home/apt,2,1,0,400,0,2,0,NA,moderate,NA,FALSE
4707791,"1 bdrm for female-Adams Morgan, DC",House,Private room,1,1.5,1,60,0,2,6,87,flexible,0.24,FALSE
1332671,Beautiful studio on Dupont circle,Apartment,Entire home/apt,2,1,NA,100,40,2,30,97,moderate,0.75,FALSE
5669372,Beautiful-2 Blks From Dupont Metro!,Condominium,Entire home/apt,4,1,1,225,0,3,10,98,moderate,0.38,FALSE
16613871,Prime Dupont /Downtown- Large prewar 2 bed/2 bath.,Apartment,Entire home/apt,4,2,2,285,0,3,1,100,strict,0.83,FALSE
4562350,Cool bedroom in a cool neighborhood,House,Private room,2,2,1,75,35,3,99,96,strict,3.3,FALSE
13624030,Comfy Basement Room in our B&B,Bed & Breakfast,Private room,3,1,1,85,0,1,69,98,strict,6.41,FALSE
10790909,Luxury Townhouse in Hip U St Area,Townhouse,Entire home/apt,6,2,2,428,20,2,28,98,moderate,1.91,FALSE
447304,"2 BR/2.5 BA Two Blks to U St Metro on GR, YL lines",House,Entire home/apt,6,2.5,2,145,20,4,107,93,strict,2.09,FALSE
17848610,DC Capital Apartment,Apartment,Private room,4,1,1,50,10,1,3,100,strict,3,FALSE
6911905,Brand New Apt next to Shaw Metro,Apartment,Private room,2,1,1,99,0,2,29,92,flexible,1.29,FALSE
7526820,Spacious Room in Our Bed and Breakfast,Bed & Breakfast,Private room,2,1,1,85,0,1,179,97,strict,8.22,FALSE
16016813,Close to metro in wonderful Shaw,House,Private room,2,1,1,100,0,1,0,NA,moderate,NA,FALSE
16822689,Inauguration Weekend Bedroom off U Street,Condominium,Private room,2,1,1,375,0,2,0,NA,flexible,NA,FALSE
15109384,Charming 4 bedroom rowhouse,House,Private room,2,1.5,1,99,0,2,28,97,moderate,3.67,FALSE
17495787,"Luxury 3BR/2BA Rowhouse, Best location in D.C.",House,Entire home/apt,6,2.5,3,229,0,2,2,100,strict,2,FALSE
18610863,Sunny & Radiant ~ U St 2 Bedroom!,Apartment,Entire home/apt,4,1,2,249,0,3,0,NA,strict,NA,FALSE
6118082,The ERA - Unique Modern Loft in DC,Apartment,Entire home/apt,2,1,0,95,0,3,65,98,strict,2.67,FALSE
7575194,Charming Row House in Historic U St,House,Private room,2,1.5,1,95,20,2,14,97,moderate,0.65,FALSE
7581075,U Street Bedroom with private bath,House,Private room,1,1,1,70,0,1,3,100,flexible,0.14,FALSE
18613646,Comfortable Central U St Apt,Apartment,Entire home/apt,2,1,1,99,0,2,0,NA,strict,NA,FALSE
10869168,One bedroom-1 Block U St Metro,Apartment,Entire home/apt,2,1,1,129,0,1,38,99,moderate,2.63,FALSE
15656661,Historic Farmhouse Apt ~ Sleeps 8!,Apartment,Entire home/apt,8,1,3,197,10,3,14,94,strict,2.32,FALSE
6374588,Spacious 2bd 2.5b apt. Downtown DC,Apartment,Entire home/apt,6,2.5,2,195,25,4,21,96,strict,1,FALSE
16528623,Vibrant U Street 3 BR Home - Next To Metro,Apartment,Entire home/apt,10,2,3,800,0,3,3,100,strict,1.55,TRUE
15380100,Comfortable Charm in a Lively Neighborhood,Townhouse,Entire home/apt,6,2.5,3,400,0,2,9,87,moderate,1.39,FALSE
