id,name,property_type,room_type,accommodates,bathrooms,bedrooms,price,extra_people,minimum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,price_gt_500
11660078,Cozy Apartment in Cathedral Heights,Apartment,Private room,1,1,1,99,0,1,0,NA,flexible,NA,FALSE
6066505,Spacious Studio - Glover Park,Apartment,Entire home/apt,2,1,0,70,10,1,2,90,flexible,0.09,FALSE
16618008,Cozy and Charming Glover Park Apartment,Apartment,Entire home/apt,2,1,1,300,0,2,0,NA,flexible,NA,FALSE
17417032,"Large, sunny studio in DC",Apartment,Entire home/apt,2,1,0,89,20,1,4,100,moderate,1.82,FALSE
15996015,2 BDRM House Available for Inauguration 2017,House,Entire home/apt,4,1.5,2,818,0,3,0,NA,strict,NA,TRUE
11509270,Bedroom for rent Central Washington,Apartment,Private room,1,1,1,95,0,1,0,NA,flexible,NA,FALSE
8324409,Cozy Studio near Georgetown,Apartment,Entire home/apt,2,1,0,55,10,2,8,89,flexible,0.46,FALSE
16653003,1st Floor Apartment Bedroom near Georgetown,Apartment,Private room,2,1,1,45,10,1,2,100,moderate,0.52,FALSE
4785675,Big Bright 1BD close to Georgetown,Apartment,Entire home/apt,3,1,1,95,0,2,0,NA,strict,NA,FALSE
18329693,"Tranquil Enclave Primely Located in ""the Middle""",Condominium,Entire home/apt,3,1,1,120,0,2,0,NA,moderate,NA,FALSE
16789841,Protesters king-sized bed and private bedroom!,Apartment,Private room,3,1,1,300,0,1,0,NA,flexible,NA,FALSE
11416030,Classic Washington Elegance,Apartment,Entire home/apt,4,1,1,175,50,1,1,NA,flexible,0.11,FALSE
16464123,Private bedroom 2-3 guests Glover Park Townhouse,Townhouse,Private room,3,1,1,50,50,1,0,NA,flexible,NA,FALSE
9351844,"Queen bed, Private room, by Campus",House,Private room,1,1,1,35,25,1,0,NA,flexible,NA,FALSE
12442,Peaches & Cream near Cathedral,House,Private room,2,1.5,1,69,25,1,38,92,strict,0.44,FALSE
3852458,Modern Georgetown retreat,House,Entire home/apt,2,1,0,139,100,2,47,98,moderate,1.82,FALSE
18271509,English Basement in Upper Georgetown,Apartment,Entire home/apt,4,1,1,115,0,2,1,100,moderate,1,FALSE
16797462,Spacious studio in Glover Park,Apartment,Entire home/apt,2,1,0,150,0,1,1,100,flexible,0.27,FALSE
16208121,Glover park oasis,Apartment,Entire home/apt,4,1,1,125,0,1,12,76,flexible,2.75,FALSE
2806375,Huge Studio,Apartment,Entire home/apt,2,1,0,60,0,3,3,100,moderate,0.12,FALSE
15294475,Georgetown Condo,Condominium,Entire home/apt,4,1,1,1300,0,1,0,NA,strict,NA,TRUE
16049215,"Sunny, Spacious DC Home + Garage!",House,Entire home/apt,8,4.5,4,825,50,2,3,100,strict,0.83,TRUE
14314252,"Large BR, Big Windows, Georgetown Area",House,Private room,2,3,4,48,20,2,1,100,flexible,0.27,FALSE
14416275,One bed apartment in Glover Park,Apartment,Entire home/apt,3,1,1,72,10,2,1,100,moderate,0.13,FALSE
16258218,Spacious Georgetown/Glover Park Condo INAUGURATION,Apartment,Private room,3,1,1,600,0,1,0,NA,flexible,NA,TRUE
16284872,Sunny 1 bedroom apt. Georgetown DC,Apartment,Entire home/apt,2,1,1,100,0,1,18,88,flexible,4.91,FALSE
18152729,Upper Georgetown Apartment,Apartment,Entire home/apt,2,1,1,110,0,3,7,100,flexible,7,FALSE
3604325,English Basement - Glover Park,Townhouse,Private room,2,1,1,65,0,2,55,97,moderate,1.62,FALSE
16618613,DC_National Cathedral High-Floor Condo 2BR 2BA,Apartment,Entire home/apt,4,2,2,235,0,2,6,97,flexible,3.33,FALSE
17890743,American Uni/Georgetown Uni/intern,Townhouse,Shared room,1,1,1,50,0,1,1,80,flexible,1,FALSE
12795804,DC Shared Room,Apartment,Shared room,1,1,1,15,0,1,0,NA,flexible,NA,FALSE
14251887,Northwest Embassy Row Furnished Apt for sublet,Apartment,Shared room,1,1,1,22,0,9,0,NA,flexible,NA,FALSE
10971436,Great location! Everything you need,Apartment,Entire home/apt,2,1,1,88,0,2,3,80,strict,0.2,FALSE
16971469,"Georgetown Serenity, Downtown Simple",Apartment,Entire home/apt,2,1,1,85,0,3,7,97,strict,4.12,FALSE
18609783,Cozy Studio In Washington DC,Apartment,Entire home/apt,2,1,0,31,0,1,0,NA,moderate,NA,FALSE
16839733,"Georgetown, Zen Oasis, Heart of DC, Downtown Easy",Apartment,Entire home/apt,2,1,1,82,0,3,15,97,strict,4.17,FALSE
16642752,Historic Rowhouse available for Inauguration Week,House,Entire home/apt,6,2,3,1500,0,2,0,NA,flexible,NA,TRUE
13789259,AU/Georgetown Uni/Embassy visitors,Townhouse,Private room,2,1.5,1,120,30,5,11,91,moderate,1.31,FALSE
10809568,English Basement -Cathedral Heights,Apartment,Entire home/apt,1,1,1,90,20,2,11,96,strict,0.81,FALSE
18574459,Georgetown spacious apartment with rooftop,Apartment,Entire home/apt,2,1,0,95,0,3,0,NA,moderate,NA,FALSE
15132783,French Speaking-Rent large 1BR-National Cathedral!,Apartment,Entire home/apt,4,1,1,135,20,3,0,NA,strict,NA,FALSE
16689089,Serene Space for Urban Camping this Inauguration,Condominium,Entire home/apt,6,1,1,550,0,1,0,NA,flexible,NA,TRUE
14181776,"Cozy and well lit basement apartment, all yours!!",Apartment,Entire home/apt,4,1,0,85,85,3,3,100,moderate,0.36,FALSE
14771583,Zen's place,House,Private room,2,1,1,125,25,2,4,100,flexible,3,FALSE
8479494,Georgetown Mansion,House,Entire home/apt,16,6,7,995,50,1,12,96,strict,0.61,TRUE
10609351,1-bdrm Flat in BEST Location!,Apartment,Entire home/apt,3,1,1,72,0,3,5,92,flexible,0.34,FALSE
6775399,1 Bedroom Apartment in Glover Park,Apartment,Entire home/apt,4,1,1,70,10,3,1,NA,flexible,0.04,FALSE
14771563,Private apartment suite by National Cathedral,Apartment,Entire home/apt,2,1,1,135,50,1,1,100,strict,0.14,FALSE
9364427,The Avalon,Apartment,Entire home/apt,3,1.5,1,80,0,1,1,100,flexible,0.06,FALSE
16178596,Row House in Upper Georgetown,House,Entire home/apt,7,1.5,3,550,0,3,0,NA,flexible,NA,TRUE
7527394,"Large, Sunny Bedroom & Private Bath",House,Private room,2,1,1,150,0,1,1,100,flexible,0.05,FALSE
16636764,Large One Bedroom with Private Deck & Garden,Condominium,Entire home/apt,4,1,1,800,0,3,0,NA,flexible,NA,TRUE
16668563,Studio near Georgetown & American U,Apartment,Entire home/apt,3,1,0,67,10,2,2,100,moderate,2,FALSE
6870655,private room + sunshine and music,Apartment,Private room,1,1.5,1,47,10,1,61,91,moderate,2.71,FALSE
16110341,"Glover Park Winter short-term rent, GU student",Apartment,Shared room,1,1,1,25,0,7,0,NA,flexible,NA,FALSE
8147605,Sleek and Modern Basement Apt,Townhouse,Entire home/apt,2,1,1,250,0,1,0,NA,flexible,NA,FALSE
14603332,"Mod Comfort, Peaceful Haven, Walk to Urban life",Apartment,Private room,2,2.5,2,90,0,1,14,95,moderate,1.76,FALSE
16110972,"Modern, Sunny, Quiet Corner Apt.",Apartment,Entire home/apt,4,1,1,450,0,2,0,NA,flexible,NA,FALSE
16766151,Great Glover Park living room for crashing,Apartment,Shared room,2,1,1,70,0,1,0,NA,flexible,NA,FALSE
13913849,December   Vacationing Space in DC!,Apartment,Entire home/apt,5,1,1,250,35,4,0,NA,strict,NA,FALSE
9020029,Beautiful modern Georgetown condo,Apartment,Entire home/apt,4,1,1,250,0,2,5,96,strict,0.27,FALSE
14995107,Francais-Cathedral OASIS-Rest & Relax! 1br avail.,Apartment,Private room,2,1,1,68,20,3,2,100,strict,0.26,FALSE
20067,Embassy Row /Glover Park,House,Private room,2,1,1,75,32,3,38,94,strict,0.44,FALSE
8506781,Beautiful Garden Suite,Apartment,Entire home/apt,2,1,1,150,15,1,0,NA,flexible,NA,FALSE
7850696,Charming cozy studio near American U.,Apartment,Private room,1,1,1,71,0,2,8,97,strict,0.52,FALSE
16599700,Spacious 1 Bedroom at the National Cathedral,Apartment,Entire home/apt,4,1,1,100,0,1,1,80,moderate,0.77,FALSE
17131,The Loft near National Cathedral,House,Private room,2,1.5,1,69,25,1,53,93,strict,0.61,FALSE
11944606,Beautiful Georgetown Studio,Apartment,Entire home/apt,2,1,0,70,0,1,4,95,flexible,0.3,FALSE
16400945,Studio Apt in Historic DC Glover Park Rowhouse,Serviced apartment,Entire home/apt,4,1,0,135,75,1,2,90,flexible,1.5,FALSE
12468659,Private one bedroom with loft,House,Private room,3,1.5,1,75,0,1,2,100,flexible,0.16,FALSE
16040067,Modern Apt near White House,Apartment,Entire home/apt,4,1,1,1100,0,2,0,NA,moderate,NA,TRUE
9975625,Family/Business Retreat Home,House,Entire home/apt,12,4,5,995,20,1,15,99,strict,1.1,TRUE
2965499,1BR 1 BA Glover Park Apt w/ parking,Apartment,Entire home/apt,2,1,1,125,0,2,0,NA,moderate,NA,FALSE
15450025,Penthouse Studio with Panoramic View of DC,Apartment,Shared room,2,1,1,45,20,1,4,100,moderate,0.62,FALSE
15646617,"Bright, convenient and well furnished studio",Apartment,Entire home/apt,2,1,0,120,0,1,1,NA,flexible,0.22,FALSE
2474798,Charming Apartment in NW,Apartment,Entire home/apt,2,1,1,90,0,7,16,96,flexible,0.48,FALSE
17547106,Elegant 1bdr Condo on Wisconsin Ave!,Apartment,Entire home/apt,2,1,1,145,0,2,7,100,moderate,4.47,FALSE
7912958,Tenleytown/Cathedral height bedroom,Apartment,Private room,3,1,1,25,6,1,6,90,strict,0.31,FALSE
4604242,Need a replacement roommate,Apartment,Private room,2,1,1,900,0,1,0,NA,flexible,NA,TRUE
16496839,Sunny Studio in Glover Park with Breakfast,Apartment,Entire home/apt,2,1,0,65,0,1,1,100,flexible,0.23,FALSE
2481836,Private Sunny Room in Glover Park!,House,Private room,1,1,1,59,0,2,26,100,moderate,3.58,FALSE
17772865,"High Basement Apartment, Sunny Deck",Apartment,Entire home/apt,2,1,1,140,0,1,0,NA,flexible,NA,FALSE
16189851,Upper Georgetown Carriage House,Guesthouse,Entire home/apt,3,1,1,300,0,2,1,80,flexible,0.27,FALSE
14218,Quiet Comfort near Nat'l Cathedral,House,Private room,2,1.5,1,69,25,1,62,95,strict,0.84,FALSE
9188964,"Spacious & Convenient 1 BR, Near DC Attractions",Apartment,Entire home/apt,4,1,1,155,0,2,15,100,moderate,0.84,FALSE
16423010,Bright and beautiful Georgetown/Glover Park Home!,Apartment,Entire home/apt,3,1,1,200,25,2,7,94,flexible,1.91,FALSE
16495165,"Quiet, convenient Glover Park rowhouse 2BR,1BA",Townhouse,Entire home/apt,4,1,2,100,0,2,0,NA,flexible,NA,FALSE
14201057,Modern Basement Apartment in Upper Georgetown,Apartment,Entire home/apt,2,1,1,95,10,2,13,95,flexible,1.56,FALSE
15249635,"Georgetown Zen, Heart of DC, Downtown Easy",Apartment,Entire home/apt,2,1,1,81,0,3,10,90,strict,1.97,FALSE
16189351,1 Bedroom Georgetown Apartment,Apartment,Entire home/apt,2,1,1,125,0,2,1,100,moderate,0.27,FALSE
18328986,Super Cheap shared bedroom in NW DC,Apartment,Shared room,1,2,1,25,0,1,0,NA,flexible,NA,FALSE
11970434,Gem in a Glover Park,House,Private room,2,1,1,75,0,1,50,94,flexible,4.39,FALSE
13019501,Stylish and cozy studio near Georgetown,Apartment,Entire home/apt,1,1,0,70,20,2,0,NA,strict,NA,FALSE
6957417,Cute & Cozy Condo in Glover Park,Condominium,Entire home/apt,2,1,1,90,0,2,9,100,moderate,0.4,FALSE
6724716,A beautiful apartment in Washington,Apartment,Entire home/apt,2,1,0,130,0,2,0,NA,moderate,NA,FALSE
808830,Cozy comfort and convenience in DC,House,Private room,5,2.5,1,99,40,1,213,97,moderate,4.06,FALSE
10265297,Lovely shared room near Georgetown,Dorm,Shared room,1,1,1,35,0,1,0,NA,flexible,NA,FALSE
9249427,Cute 1 bedroom Glover Park (20 minutes downtown),Apartment,Entire home/apt,4,1,1,200,0,1,0,NA,moderate,NA,FALSE
16587220,"Comfortable, quiet home",Apartment,Entire home/apt,2,1,1,110,25,2,8,100,flexible,2.22,FALSE
15180644,Wisconsin home,Apartment,Private room,2,1,1,40,0,3,0,NA,flexible,NA,FALSE
16686437,Charming One Bedroom Apartment in Glover Park,Apartment,Entire home/apt,3,1,1,130,0,2,3,93,moderate,0.83,FALSE
13080617,Cozy Basement Apartment,House,Private room,1,1,1,100,0,2,0,NA,flexible,NA,FALSE
16258977,Adorable Glover Park Condo,Condominium,Entire home/apt,4,1,2,78,0,2,2,100,strict,0.4,FALSE
16490297,American University/Georgetown Uni.,Townhouse,Private room,3,1,1,100,50,1,0,NA,flexible,NA,FALSE
16225673,Inauguration Weekend: 4-BR Cleveland Park bungalow,House,Entire home/apt,8,3.5,4,1500,200,3,0,NA,flexible,NA,TRUE
18043100,American University/G'town/Interns,Apartment,Entire home/apt,3,1,1,120,30,3,0,NA,moderate,NA,FALSE
16520033,Entire Studio Apt in Glover Park/Washington DC,Apartment,Entire home/apt,3,1,0,75,15,1,6,100,flexible,1.64,FALSE
16618230,DC Cathedral Studio,Condominium,Entire home/apt,2,1,0,85,0,2,3,93,flexible,0.81,FALSE
12849145,Charming 1 BR Apt in upper Georgetown,Apartment,Entire home/apt,3,1,1,95,20,3,23,89,strict,2.11,FALSE
11800968,Stunning Glover Park Studio,Apartment,Entire home/apt,2,1,0,50,5,1,0,NA,flexible,NA,FALSE
10292197,Cozy Apt. Very Close to Georgetown,Apartment,Entire home/apt,4,1,0,75,0,8,0,NA,flexible,NA,FALSE
985667,Glover Park DC Condo /Share!,Apartment,Private room,1,1,1,85,0,3,10,100,moderate,0.28,FALSE
11699507,Spacious Apartment by National Cathedral,Apartment,Entire home/apt,6,1,1,145,0,1,13,97,strict,1.06,FALSE
16321233,Lovely Furnished One Bedroom,Apartment,Entire home/apt,2,1,1,125,50,7,1,100,flexible,0.3,FALSE
2785501,Steps to Georgetown and American U!,Apartment,Entire home/apt,4,1,1,115,15,1,14,90,strict,0.39,FALSE
15272085,Walk to Georgetown Gem!,House,Entire home/apt,14,3.5,5,249,25,1,10,98,strict,1.67,FALSE
583236,Grand House in the Heart of Washington DC,House,Entire home/apt,15,3.5,5,495,20,4,5,96,strict,0.12,FALSE
2932425,"Woodley Park, steps from Natnl Zoo",Apartment,Entire home/apt,3,1,1,120,0,3,2,100,flexible,0.06,FALSE
14594639,"Large, airy studio w/parking, steps from metro",Apartment,Entire home/apt,4,1,0,125,0,1,6,97,moderate,0.84,FALSE
2501531,Great Downtown Location & Fun Hosts,Bed & Breakfast,Private room,2,1,1,200,0,2,1,100,flexible,0.09,FALSE
4789751,"Embassy enclave,by Mariott hotel",Apartment,Private room,2,1,1,112,60,5,39,91,strict,1.55,FALSE
16475839,"STUDIO IN QUIET, SAFE NEIGHBORHOOD NEAR METRO",Apartment,Entire home/apt,4,1,0,79,0,2,1,80,flexible,0.23,FALSE
15970475,"Basement apt in amazing location, metro + parking",Apartment,Entire home/apt,2,1,0,70,20,1,10,96,strict,2.65,FALSE
4084291,Less Than 1-Minute Walk to Metro!!,Apartment,Entire home/apt,2,1,0,99,0,7,4,85,strict,2.18,FALSE
565533,Fantastic Studio Steps to Metro!,Apartment,Entire home/apt,2,1,0,129,0,7,3,80,strict,0.07,FALSE
16284165,Perfect for Inauguration Weekend,House,Entire home/apt,8,3,3,2400,0,2,0,NA,strict,NA,TRUE
6369333,Beautiful Woodley Park Apartment,Apartment,Entire home/apt,2,1,1,550,25,4,6,97,flexible,0.25,TRUE
14684678,Ordway Sanctuary,Condominium,Shared room,1,1,1,60,0,1,28,99,moderate,3.27,FALSE
16200038,Corporate apt with connected office,Apartment,Private room,2,1,1,275,0,1,0,NA,flexible,NA,FALSE
464177,Luxury DC 1BR Next to National Zoo,Apartment,Entire home/apt,2,1,1,199,25,1,28,99,moderate,0.47,FALSE
16515365,Sunny 1 bedroom 1 bathroom (Clevelend Park),Apartment,Entire home/apt,3,1,1,300,0,2,2,100,flexible,1.76,FALSE
18613058,Clean and cosy apartment in super green part of DC,Apartment,Entire home/apt,2,1,1,60,0,3,0,NA,moderate,NA,FALSE
1279381,Woodley Park Studio Apartment,Apartment,Entire home/apt,2,1,0,160,0,2,69,98,moderate,1.62,FALSE
4462220,2BR Directly Next to Metro!!,Apartment,Entire home/apt,5,2,2,149,0,7,0,NA,strict,NA,FALSE
5965796,Next to Woodley Park Metro- large 1 bedroom!,Apartment,Entire home/apt,2,1,1,115,0,14,1,80,strict,0.04,FALSE
3870439,"Charming B&B, walk2metro, parking.",Apartment,Entire home/apt,4,1,1,99,9,1,79,87,strict,3.38,FALSE
18092308,Ordway Sanctuary - Private Room,Condominium,Private room,2,1,1,89,0,2,3,100,flexible,3,FALSE
8389397,1 BR Apt in DC!,Apartment,Entire home/apt,2,1,1,600,0,1,1,NA,moderate,0.05,TRUE
918122,Spacious studio w/bath/kitchenette,House,Private room,4,1,1,105,20,3,105,92,strict,2.04,FALSE
14293195,Outstanding Cleveland Park Studio,Apartment,Entire home/apt,2,1,0,95,0,2,20,84,flexible,2.49,FALSE
15828071,Holiday Cozy Chester Suite Barter,Apartment,Private room,2,1,1,100,0,1,1,100,flexible,0.18,FALSE
9674217,"Spacious Home, Cleveland Park Metro",House,Entire home/apt,9,3.5,4,119,0,4,2,90,flexible,0.21,FALSE
203551,Private Guestroom in great area.,House,Private room,2,1,1,85,1,3,3,87,strict,0.13,FALSE
11183121,Posh on Porter ~ Walk to Metro!,Apartment,Entire home/apt,4,1,1,85,0,3,28,90,strict,1.99,FALSE
763569,Romantic Studio in Perfect Location,Apartment,Entire home/apt,2,1,1,99,0,7,9,95,strict,0.19,FALSE
14059157,Cozy semi basement studio,Apartment,Entire home/apt,2,1,0,115,15,2,6,100,moderate,0.78,FALSE
15968686,"Cozy NW studio, easy access to downtown",Apartment,Entire home/apt,2,1,0,450,0,3,0,NA,flexible,NA,FALSE
16689655,5BR/2BA house great for Inauguration/Women's March,House,Entire home/apt,14,2,5,1e3,0,2,0,NA,flexible,NA,TRUE
16686484,"Large, Bright & Clean; Steps from Nat'l Cathedral",House,Private room,3,1,0,135,35,2,0,NA,flexible,NA,FALSE
16724489,Cleveland Park (Red Line Metro) - 1br,Apartment,Entire home/apt,2,1,1,250,25,2,0,NA,flexible,NA,FALSE
8327542,Studio apartment near metro,Apartment,Entire home/apt,1,1,0,54,0,1,1,100,flexible,0.05,FALSE
16692709,Sunny Studio in heart of charming Woodley Park,Apartment,Entire home/apt,2,1,0,185,0,1,4,100,moderate,2.18,FALSE
16692839,Elegant 2-Story Home (w Parking) in DC's Best Area,House,Entire home/apt,10,3.5,3,875,0,2,0,NA,strict,NA,TRUE
17446592,"Warm,cozy Cleveland Park Apt near National Zoo",Apartment,Entire home/apt,4,1,2,100,0,1,6,100,flexible,2.86,FALSE
6700061,"EMBASSY ENCLAVE,next to OMNI SHOREHAM HOTEL",Villa,Private room,1,1,1,160,150,4,0,NA,strict,NA,FALSE
16793138,Private comfortable room for Inauguration events,Apartment,Private room,2,1,0,335,0,1,0,NA,flexible,NA,FALSE
16468257,clean/quiet Woodley Park apartment,Apartment,Entire home/apt,1,1,0,250,0,1,0,NA,moderate,NA,FALSE
12886507,Garden Suite,House,Private room,2,1,1,135,0,1,9,100,flexible,0.84,FALSE
13487361,Sunny Studio w/ Metro Access,Apartment,Entire home/apt,2,1,0,85,0,7,8,100,moderate,0.77,FALSE
7235155,Wonderful Woodley Park - 3 Night Minimum Stay,Apartment,Entire home/apt,4,1,0,99,0,1,1,100,strict,0.05,FALSE
16050016,Spacious Woodley Park family home,House,Entire home/apt,8,4.5,5,1950,0,3,2,100,strict,0.55,TRUE
10022319,Charming Cleveland Park Apartment [Close to Metro],Apartment,Entire home/apt,3,1,1,100,30,2,20,94,moderate,1.97,FALSE
16814731,"Bright studio in Woodley Park, steps to Nat'l Zoo",Guest suite,Entire home/apt,2,1,0,95,0,3,6,100,strict,5.45,FALSE
7368607,Sun-filled 1BR with a view,Condominium,Entire home/apt,2,1,1,125,0,3,0,NA,moderate,NA,FALSE
7041206,Sunny 1Br in Woodley Park!,Apartment,Entire home/apt,3,1,1,90,20,2,14,98,strict,0.76,FALSE
7598367,Modern 1 Bedroom w Den,Condominium,Entire home/apt,4,1,1,119,0,14,1,100,flexible,0.05,FALSE
16545215,Cozy elegant apartment in the Heart of DC,Apartment,Private room,2,1,1,195,0,2,7,100,flexible,2.92,FALSE
2785251,National Cathedral Condo,Apartment,Entire home/apt,2,1,1,150,0,1,1,NA,flexible,0.08,FALSE
3604214,Charming Studio Near Zoo & Metro,Apartment,Entire home/apt,2,1,1,89,0,2,17,96,moderate,0.51,FALSE
3603478,Woodley Studio 2 blocks from Metro,Apartment,Entire home/apt,3,1,0,165,25,3,9,91,strict,0.28,FALSE
16808703,"Private Floor w/Entry, Game Room, Parkng, DC Metro",House,Entire home/apt,5,1,2,69,5,2,17,99,flexible,4.64,FALSE
18414304,Cozy studio room,Apartment,Private room,3,1,1,65,0,1,0,NA,flexible,NA,FALSE
1702552,Great apartment near everything!,Apartment,Entire home/apt,2,1,1,80,0,4,52,93,moderate,1.19,FALSE
2454328,1-bedroom - easy walk to metro,Apartment,Entire home/apt,2,1,1,75,0,4,0,NA,strict,NA,FALSE
16413074,Your Own Apartment in the City,Apartment,Entire home/apt,6,1,2,245,0,4,1,60,strict,1,FALSE
5172287,Private 1 bed apt in great location,Apartment,Entire home/apt,2,1,1,120,0,3,40,93,moderate,1.47,FALSE
11299890,DC's Ultimate location/ Zoo/ Metro,House,Entire home/apt,12,4,5,495,50,4,6,97,strict,0.5,FALSE
7106677,"Cozy, Sunny Room near Downtown",House,Private room,2,1,1,65,0,2,3,73,flexible,0.33,FALSE
16612515,Modern Private Room near Cleveland Park Metro,House,Private room,2,1,0,310,0,3,0,NA,flexible,NA,FALSE
17526235,Newly Renovated 2 Bdr Apartment - Woodley Park,Apartment,Entire home/apt,4,1,2,175,0,2,15,100,flexible,7.26,FALSE
18476523,Beautiful apartment steps from the National Zoo,Apartment,Entire home/apt,2,1,1,85,0,2,0,NA,flexible,NA,FALSE
11495115,Macanudo HOMEY,Apartment,Entire home/apt,4,2,2,108,0,4,11,98,strict,0.78,FALSE
16739161,"Beautiful, single family house in the heart of DC",House,Entire home/apt,4,1,2,1e3,0,2,0,NA,flexible,NA,TRUE
4156199,Full 1BR - Windows on Wisconsin Ave,Apartment,Entire home/apt,2,1,1,125,0,2,12,92,flexible,0.38,FALSE
10316077,Cozy DC House near Zoo & Metro,House,Private room,2,1,1,69,25,1,46,97,moderate,3.09,FALSE
9199748,Nice and comfy apt in Nat. Cathedra,Apartment,Entire home/apt,3,1,1,120,10,10,1,100,moderate,0.05,FALSE
11822406,"Very Small Private Room, Convenient Location",Apartment,Private room,1,1,1,60,0,1,64,93,moderate,4.63,FALSE
13493075,Cozy Suite walkable to metro station,Apartment,Entire home/apt,2,1,0,79,30,2,20,99,moderate,1.82,FALSE
8902602,One bedroom apartment near Metro,Apartment,Entire home/apt,2,1,1,120,0,1,49,98,moderate,2.61,FALSE
16206381,Luxe Garden Studio in Woodley Park - Walk to zoo,House,Entire home/apt,2,1,0,85,0,7,2,100,strict,1.43,FALSE
14502179,Perfect Location in Beautiful Setting,House,Private room,2,1,1,87,0,2,22,96,moderate,2.82,FALSE
16438253,Accesible 1 Bedroom Apartment in Woodley Park,Apartment,Entire home/apt,5,1,1,699,0,3,0,NA,flexible,NA,TRUE
17778565,Cozy DC House 2,House,Private room,2,1,1,69,25,2,3,100,moderate,1.91,FALSE
16709261,"Great Location at NW Washington, DC",Apartment,Private room,2,1,1,30,0,1,15,87,strict,6.62,FALSE
1496484,INAUGURATION: Woodley Park Home - 2 blks to Metro,House,Entire home/apt,4,2.5,3,850,0,2,0,NA,flexible,NA,TRUE
7885034,ROOM/FreeParkingMetroRestarauntsShopsZoo/BREAKFAST,Apartment,Private room,5,1,1,79,16,1,93,98,strict,4.6,FALSE
18175667,Ordway Sanctuary - entire place,Condominium,Entire home/apt,3,1,1,150,0,1,0,NA,strict,NA,FALSE
16141741,Cool Condo in Hip Cleveland Park,Condominium,Entire home/apt,5,1,1,110,10,3,1,100,strict,0.91,FALSE
15175017,[1140-S]Studio in Woodley Park,Apartment,Entire home/apt,2,1,0,159,0,7,0,NA,super_strict_30,NA,FALSE
13487062,One Bedroom Apartment in Woodley Park,Apartment,Entire home/apt,3,1,1,95,0,6,1,100,flexible,0.09,FALSE
16436737,Inauguration Large Massachusetts Heights Home,House,Entire home/apt,12,7,6,3799,0,3,0,NA,flexible,NA,TRUE
9750676,Beautiful apartment in Cleveland Park,Apartment,Entire home/apt,5,1,1,350,10,1,0,NA,flexible,NA,FALSE
13878076,Luxury air mattress in Cleveland Park studio,Apartment,Shared room,2,1,1,50,0,1,1,100,moderate,0.12,FALSE
14368568,Room/Private Bath - Great upscale NW DC Location!,House,Private room,2,1,1,96,45,1,16,97,flexible,1.94,FALSE
16791874,Kennedy Warren Apartments in Woodley Park,Apartment,Entire home/apt,4,1.5,2,1e3,0,3,0,NA,flexible,NA,TRUE
2537740,"Close to metro, closer to hot tub",Apartment,Entire home/apt,6,1,1,150,25,2,130,94,flexible,3.55,FALSE
16556579,Bright top-floor condo in Woodley Park,Apartment,Entire home/apt,4,1,1,350,0,3,0,NA,flexible,NA,FALSE
8568527,A Perfect location in Washington DC,Apartment,Entire home/apt,2,1,0,100,50,1,90,95,moderate,4.62,FALSE
10140758,Charming Bedroom in Woodley Park,Townhouse,Private room,2,1,1,80,15,1,7,83,moderate,0.42,FALSE
18627152,"1 Bedroom Apt, Quiet, walk to Zoo and Red line",Apartment,Entire home/apt,4,1,1,105,0,1,0,NA,flexible,NA,FALSE
12532661,Woodley Park Guest House: Twin Room,Bed & Breakfast,Private room,1,1,1,145,0,1,3,100,flexible,0.26,FALSE
16792439,Bright and cozy 1BR in Cleveland Park,Apartment,Entire home/apt,4,1,1,179,0,2,1,100,moderate,0.79,FALSE
10467122,1 BR in a 2 BR in Woodley Park,Apartment,Private room,1,1,1,95,0,1,0,NA,flexible,NA,FALSE
8663751,Great room in quiet park setting close to the zoo,Apartment,Private room,1,1,1,45,0,1,1,100,flexible,0.07,FALSE
16755896,Great President's Day Long Weekend Respite,Apartment,Entire home/apt,3,2,2,225,0,1,0,NA,flexible,NA,FALSE
5647520,Beautiful Woodley Park Apartment,Apartment,Entire home/apt,2,1,0,150,150,2,5,96,flexible,0.33,FALSE
16691524,1 BR in Awesome Woodley Park Grouphouse w/Parking!,House,Private room,1,1,1,445,0,2,0,NA,flexible,NA,FALSE
1646789,"Heart of DC - Walk, Bus, Metro!",Apartment,Private room,1,1,1,75,0,1,45,93,moderate,1.03,FALSE
16556684,Inauguration weekend 1BR & 1 BA Apartment,Apartment,Private room,2,1,1,150,0,2,0,NA,strict,NA,FALSE
15451584,Amazing porch front home blocks to Cathedral/Zoo,House,Entire home/apt,14,4.5,5,750,0,7,1,100,flexible,0.22,TRUE
8495695,Woodley Park Apt. Near Metro,Apartment,Private room,3,1,1,101,10,2,29,97,moderate,1.51,FALSE
4108099,Cozy Apartment near Zoo & Metro,Apartment,Private room,2,1,1,69,8,1,88,90,strict,2.74,FALSE
8625810,A Perfect Location In DC,Apartment,Entire home/apt,2,1,0,100,50,1,108,94,moderate,5.52,FALSE
16227131,Luxurious Apartment By Nat'l Cathedral- W/ Parking,Apartment,Entire home/apt,4,1,1,145,0,1,0,NA,strict,NA,FALSE
14489871,Cozy studio steps from metro red line and trails,Apartment,Entire home/apt,3,1,0,140,0,3,3,100,flexible,0.35,FALSE
9114374,Woodley Park Dream Location,Apartment,Entire home/apt,2,1,0,110,0,7,2,80,strict,0.12,FALSE
